B0859PR9Y1,2022,3,16,2022-03-16 03:14:55.732860
B08N7TXSSB,2022,3,16,2022-03-16 03:14:59.890165
B085S7NMS8,2022,3,16,body wash,lavender and vanilla,long time,smells amazing,love this soap,soap smells,scent,smell,shampoo,shower,lasts,2022-03-16 03:15:07.109003
B082C8N851,2022,3,16,rose water,body washes,waste of money,little bit,chickpea flour,smells like,hard to open,dry out my skin,cleans well,right away,leaves your skin,skin science,lathers well,love the scent,smells great,ubtan body,bottle is small,linger on my skin,thing like,strong scent,2022-03-16 03:15:14.420545
