ASIN,YEAR,MONTH,DAY,ORDER_FEATURE,DESCRIBE_FEATURE,STAR_FEATURE,,,,,,
B07PY962WZ,2022,3,5,2,Scent,3.5,30:14.0,,,,,
B07PY962WZ,2022,3,5,3,Moisturizing,3.3,30:14.0,,,,,
B07RJBKPH1,2022,3,5,1,Scent,4.4,30:22.2,,,,,
B07RJBKPH1,2022,3,5,2,Moisturizing,4.2,30:22.2,,,,,
B07RJBKPH1,2022,3,5,3,Softness,4.2,30:22.2,,,,,
B086S4Q7JH,2022,3,5,1,Scent,4.6,30:29.3,,,,,
B086S4Q7JH,2022,3,5,2,Moisturizing,4.6,30:29.3,,,,,
B086S4Q7JH,2022,3,5,3,Sheerness,4.5,30:29.3,,,,,
B086S4Q7JH,2022,3,5,4,Softness,4.3,30:29.3,,,,,
B086S4Q7JH,2022,3,5,5,Value for money,4.2,30:29.3,,,,,
B06Y2DT2GJ,2022,3,5,1,Comfort,4.7,30:37.4,,,,,
B06Y2DT2GJ,2022,3,5,2,Drying power,4.7,30:37.4,,,,,
B06Y2DT2GJ,2022,3,5,3,Softness,4.6,30:37.4,,,,,
B06Y2DT2GJ,2022,3,5,4,Moisturizing,4.6,30:37.4,,,,,
B06Y2DT2GJ,2022,3,5,5,Scent,4.5,30:37.4,,,,,
B00FA3QLUA,2022,3,5,1,Scent,4.1,30:44.3,,,,,
B00FA3QLUA,2022,3,5,2,Value for money,3.4,30:44.3,,,,,
B000R8QVY4,2022,3,5,1,Scent,4.6,30:52.3,,,,,
B000R8QVY4,2022,3,5,2,Softness,4.4,30:52.3,,,,,
B000R8QVY4,2022,3,5,3,Moisturizing,4.4,30:52.3,,,,,
B000R8QVY4,2022,3,5,4,For traveling,4.1,30:52.3,,,,,
B000R8QVY4,2022,3,5,5,Value for money,4,30:52.3,,,,,
B01CSKTVPO,2022,3,5,1,Value for money,4.7,31:01.3,,,,,
B01CSKTVPO,2022,3,5,2,Scent,4.6,31:01.3,,,,,
B01CSKTVPO,2022,3,5,3,Moisturizing,4.5,31:01.3,,,,,
B094KVYZSC,2022,3,5,1,Moisturizing,3.9,31:09.0,,,,,
B094KVYZSC,2022,3,5,2,Value for money,3.9,31:09.0,,,,,
B094KVYZSC,2022,3,5,3,Scent,3.9,31:09.0,,,,,
B004T19P16,2022,3,5,1,Volume control,5,31:16.6,,,,,
B004T19P16,2022,3,5,2,Value for money,4.8,31:16.6,,,,,
B004T19P16,2022,3,5,3,Scent,4.7,31:16.6,,,,,
B004T19P16,2022,3,5,4,Moisturizing,4.6,31:16.6,,,,,
B07H3HD9SC,2022,3,5,1,Scent,4.5,31:24.4,,,,,
B07H3HD9SC,2022,3,5,2,Moisturizing,4,31:24.4,,,,,
B07H3HD9SC,2022,3,5,3,Value for money,3.6,31:24.4,,,,,
B08833JPSD,2022,3,5,1,Easy to use,4.7,31:32.2,,,,,
B08833JPSD,2022,3,5,2,Scent,4.6,31:32.2,,,,,
B08833JPSD,2022,3,5,3,Value for money,4,31:32.2,,,,,
B09GV3RGW2,2022,3,5,1,Scent,4.7,31:39.9,,,,,
B09GV3RGW2,2022,3,5,2,Moisturizing,4.6,31:39.9,,,,,
B09GV3RGW2,2022,3,5,3,Value for money,4.6,31:39.9,,,,,
B07WPFYX44,2022,3,5,1,Scent,4.3,31:56.8,,,,,
B07WPFYX44,2022,3,5,2,Moisturizing,4.3,31:56.8,,,,,
B07WPFYX44,2022,3,5,3,Softness,4.1,31:56.8,,,,,
B000TGC8D2,2022,3,5,1,Scent,4.1,32:05.8,,,,,
B000TGC8D2,2022,3,5,2,Softness,4,32:05.8,,,,,
B000TGC8D2,2022,3,5,3,Moisturizing,4,32:05.8,,,,,
B000TGC8D2,2022,3,5,4,Sheerness,3.8,32:05.8,,,,,
B07NH5DB3P,2022,3,5,1,Scent,4.6,32:13.2,,,,,
B07NH5DB3P,2022,3,5,2,Value for money,4.6,32:13.2,,,,,
B07NH5DB3P,2022,3,5,3,Easy to use,4.4,32:13.2,,,,,
B08BTMXSG6,2022,3,5,1,Value for money,4.6,32:21.5,,,,,
B08BTMXSG6,2022,3,5,2,Moisturizing,4.5,32:21.5,,,,,
B08BTMXSG6,2022,3,5,3,Scent,4.5,32:21.5,,,,,
B00ZPQ129C,2022,3,5,1,Softness,4.4,32:28.7,,,,,
B00ZPQ129C,2022,3,5,2,Scent,4.1,32:28.7,,,,,
B00ZPQ129C,2022,3,5,3,Value for money,3.6,32:28.7,,,,,
B008OL3WZC,2022,3,5,1,Value for money,3.6,32:41.7,,,,,
B008OL3WZC,2022,3,5,2,Scent,3.5,32:41.7,,,,,
B008OL3WZC,2022,3,5,3,Softness,3,32:41.7,,,,,
B00AINMFAC,2022,3,5,1,Value for money,4.4,32:50.7,,,,,
B00AINMFAC,2022,3,5,2,Scent,4.2,32:50.7,,,,,
B00AINMFAC,2022,3,5,3,Softness,4.2,32:50.7,,,,,
B00AINMFAC,2022,3,5,4,Moisturizing,4.1,32:50.7,,,,,
B07L6SWWRV,2022,3,5,1,Scent,4.7,32:59.0,,,,,
B07L6SWWRV,2022,3,5,2,Value for money,3.9,32:59.0,,,,,
B00OKQ0F4Q,2022,3,5,1,Softness,4.8,33:06.0,,,,,
B00OKQ0F4Q,2022,3,5,2,Scent,4.5,33:06.0,,,,,
B00OKQ0F4Q,2022,3,5,3,Sheerness,4.4,33:06.0,,,,,
B00OKQ0F4Q,2022,3,5,4,Moisturizing,4,33:06.0,,,,,
B00OKQ0F4Q,2022,3,5,5,Value for money,3.9,33:06.0,,,,,
B00DQSKQXE,2022,3,5,1,Scent,4.1,33:14.5,,,,,
B00DQSKQXE,2022,3,5,2,Value for money,4.1,33:14.5,,,,,
B01N1KSKHG,2022,3,5,1,Easy to use,4.7,33:22.6,,,,,
B01N1KSKHG,2022,3,5,2,Scent,4.6,33:22.6,,,,,
B01N1KSKHG,2022,3,5,3,Value for money,4.5,33:22.6,,,,,
B0006FMK98,2022,3,5,1,Scent,4.2,33:31.6,,,,,
B0006FMK98,2022,3,5,2,Softness,3.7,33:31.6,,,,,
B0006FMK98,2022,3,5,3,Moisturizing,3.5,33:31.6,,,,,
B0716LTV5G,2022,3,5,1,Ingredient quality,4.4,33:39.4,,,,,
B0716LTV5G,2022,3,5,2,Moisturizing,4.3,33:39.4,,,,,
B0716LTV5G,2022,3,5,3,Scent,4.2,33:39.4,,,,,
B0716LTV5G,2022,3,5,4,Softness,4.1,33:39.4,,,,,
B088SKYMF2,2022,3,5,1,Scent,4.4,33:47.7,,,,,
B088SKYMF2,2022,3,5,2,Softness,4.4,33:47.7,,,,,
B088SKYMF2,2022,3,5,3,Easy to use,4.1,33:47.7,,,,,
B088SKYMF2,2022,3,5,4,Value for money,3.9,33:47.7,,,,,
B088SKYMF2,2022,3,5,5,Moisturizing,3.8,33:47.7,,,,,
B088SKYMF2,2022,3,5,6,Sheerness,3.2,33:47.7,,,,,
B0009I4MKW,2022,3,5,1,Moisturizing,4.1,34:04.5,,,,,
B0009I4MKW,2022,3,5,2,Softness,4,34:04.5,,,,,
B0009I4MKW,2022,3,5,3,Scent,4,34:04.5,,,,,
B08918B4NQ,2022,3,5,1,Scent,3.9,34:13.1,,,,,
B08918B4NQ,2022,3,5,2,Light weight,3.5,34:13.1,,,,,
B08918B4NQ,2022,3,5,3,Moisturizing,3.5,34:13.1,,,,,
B08918B4NQ,2022,3,5,4,Value for money,3.2,34:13.1,,,,,
B07F38N6H6,2022,3,5,1,Scent,4.7,34:21.5,,,,,
B07F38N6H6,2022,3,5,2,Value for money,4.6,34:21.5,,,,,
B00JWSNNRI,2022,3,5,1,Scent,4.2,34:29.2,,,,,
B00JWSNNRI,2022,3,5,2,Value for money,3.9,34:29.2,,,,,
B07HMJTH7G,2022,3,5,1,Softness,4.7,34:37.2,,,,,
B07HMJTH7G,2022,3,5,2,Moisturizing,4.4,34:37.2,,,,,
B07HMJTH7G,2022,3,5,3,Value for money,4.3,34:37.2,,,,,
B07HMJTH7G,2022,3,5,4,Scent,4.3,34:37.2,,,,,
B0165GYJKY,2022,3,5,1,Scent,4.5,34:44.4,,,,,
B0165GYJKY,2022,3,5,2,Value for money,4,34:44.4,,,,,
B07RD44V6Z,2022,3,5,1,Softness,4.2,34:52.0,,,,,
B07RD44V6Z,2022,3,5,2,Scent,4,34:52.0,,,,,
B07RD44V6Z,2022,3,5,3,Value for money,3.8,34:52.0,,,,,
B07RD44V6Z,2022,3,5,4,Moisturizing,3.6,34:52.0,,,,,
B08BTG8NQC,2022,3,5,1,Value for money,3.9,34:59.5,,,,,
B08BTG8NQC,2022,3,5,2,Moisturizing,3.7,34:59.5,,,,,
B08BTG8NQC,2022,3,5,3,Scent,3.6,34:59.5,,,,,
B07D45BLS5,2022,3,5,1,Moisturizing,4.3,35:14.0,,,,,
B07D45BLS5,2022,3,5,2,Volume control,4.2,35:14.0,,,,,
B07D45BLS5,2022,3,5,3,Value for money,3.8,35:14.0,,,,,
B08SSGQJS7,2022,3,5,1,Scent,4.2,35:30.4,,,,,
B08SSGQJS7,2022,3,5,2,Value for money,4.2,35:30.4,,,,,
B08SSGQJS7,2022,3,5,3,Moisturizing,4,35:30.4,,,,,
B00L00E2NU,2022,3,5,1,Scent,4.6,35:38.4,,,,,
B00L00E2NU,2022,3,5,2,Value for money,4.3,35:38.4,,,,,
B00L00E2NU,2022,3,5,3,Moisturizing,4.1,35:38.4,,,,,
B00PSAKQOC,2022,3,5,1,Value for money,4.4,35:52.8,,,,,
B00PSAKQOC,2022,3,5,2,Scent,4.4,35:52.8,,,,,
B00PSAKQOC,2022,3,5,3,Softness,4.2,35:52.8,,,,,
B00PSAKQOC,2022,3,5,4,Moisturizing,4.2,35:52.8,,,,,
B084LJ5XJ3,2022,3,5,1,Scent,4.6,36:01.4,,,,,
B084LJ5XJ3,2022,3,5,2,Value for money,4.5,36:01.4,,,,,
B084LJ5XJ3,2022,3,5,3,Moisturizing,4.5,36:01.4,,,,,
B084LJ5XJ3,2022,3,5,4,Volume control,4.2,36:01.4,,,,,
B002N5MI8C,2022,3,5,1,Scent,4.2,36:09.2,,,,,
B002N5MI8C,2022,3,5,2,Volume control,4,36:09.2,,,,,
B002N5MI8C,2022,3,5,3,Value for money,3.9,36:09.2,,,,,
B000UPEF88,2022,3,5,1,Value for money,4.2,36:17.9,,,,,
B000UPEF88,2022,3,5,2,Light weight,4.1,36:17.9,,,,,
B012HPGFIQ,2022,3,5,1,Style,4.2,36:25.8,,,,,
B012HPGFIQ,2022,3,5,2,Value for money,4,36:25.8,,,,,
B012HPGFIQ,2022,3,5,3,Scent,3.9,36:25.8,,,,,
B01ACFFY6C,2022,3,5,1,Scent,4.5,36:34.4,,,,,
B01ACFFY6C,2022,3,5,2,Softness,4.4,36:34.4,,,,,
B01ACFFY6C,2022,3,5,3,Value for money,4.2,36:34.4,,,,,
B00FQRABYC,2022,3,5,1,Scent,4.4,36:42.0,,,,,
B00FQRABYC,2022,3,5,2,Value for money,4.4,36:42.0,,,,,
B08SSCH7YR,2022,3,5,1,Scent,4.4,36:50.0,,,,,
B08SSCH7YR,2022,3,5,2,Easy to hold,4.2,36:50.0,,,,,
B08SSCH7YR,2022,3,5,3,Volume control,4.1,36:50.0,,,,,
B08SSCH7YR,2022,3,5,4,Value for money,3.8,36:50.0,,,,,
B07FTJDF2S,2022,3,5,1,Value for money,5,36:58.0,,,,,
B07FTJDF2S,2022,3,5,2,Softness,5,36:58.0,,,,,
B07FTJDF2S,2022,3,5,3,Scent,4.8,36:58.0,,,,,
B07FTJDF2S,2022,3,5,4,Moisturizing,4.7,36:58.0,,,,,
B01LZG18OX,2022,3,5,1,Value for money,4.4,37:06.8,,,,,
B01LZG18OX,2022,3,5,2,Scent,4.4,37:06.8,,,,,
B01LZG18OX,2022,3,5,3,Volume control,4.3,37:06.8,,,,,
B00ZFNU71Y,2022,3,5,1,Scent,4.2,37:15.2,,,,,
B00ZFNU71Y,2022,3,5,2,Value for money,4.1,37:15.2,,,,,
B00ZFNU71Y,2022,3,5,3,Volume control,3.9,37:15.2,,,,,
B08SSM21R4,2022,3,5,1,Value for money,4.5,37:24.4,,,,,
B08SSM21R4,2022,3,5,2,Softness,4.4,37:24.4,,,,,
B08SSM21R4,2022,3,5,3,Scent,4.3,37:24.4,,,,,
B08SSM21R4,2022,3,5,4,Moisturizing,4.2,37:24.4,,,,,
B00OO0J9UY,2022,3,5,1,Softness,4.3,37:33.5,,,,,
B00OO0J9UY,2022,3,5,2,Scent,4.3,37:33.5,,,,,
B00OO0J9UY,2022,3,5,3,Moisturizing,4.3,37:33.5,,,,,
B08LHX596H,2022,3,5,1,Scent,4.5,37:51.6,,,,,
B08LHX596H,2022,3,5,2,Easy to use,4.4,37:51.6,,,,,
B08LHX596H,2022,3,5,3,Moisturizing,4.3,37:51.6,,,,,
B08LHX596H,2022,3,5,4,Value for money,4.3,37:51.6,,,,,
B094F914T6,2022,3,5,1,Scent,4.3,38:00.3,,,,,
B094F914T6,2022,3,5,2,Softness,4.1,38:00.3,,,,,
B094F914T6,2022,3,5,3,Value for money,3.9,38:00.3,,,,,
B094F914T6,2022,3,5,4,Moisturizing,3.8,38:00.3,,,,,
B094F914T6,2022,3,5,5,Volume control,3,38:00.3,,,,,
B00ALV8EL0,2022,3,5,1,Scent,4.3,38:08.9,,,,,
B00ALV8EL0,2022,3,5,2,Moisturizing,4.2,38:08.9,,,,,
B00ALV8EL0,2022,3,5,3,Volume control,4.1,38:08.9,,,,,
B00ALV8EL0,2022,3,5,4,Value for money,3.7,38:08.9,,,,,
B081QK9539,2022,3,5,1,Volume control,4.3,38:17.5,,,,,
B081QK9539,2022,3,5,2,Scent,4.2,38:17.5,,,,,
B081QK9539,2022,3,5,3,Value for money,3.6,38:17.5,,,,,
B081QK9539,2022,3,5,4,Moisturizing,3.6,38:17.5,,,,,
B01LZG18OX,2022,3,5,1,Value for money,4.4,38:25.3,,,,,
B01LZG18OX,2022,3,5,2,Scent,4.4,38:25.3,,,,,
B01LZG18OX,2022,3,5,3,Volume control,4.3,38:25.3,,,,,
B00ZFNU71Y,2022,3,5,1,Scent,4.2,38:33.4,,,,,
B00ZFNU71Y,2022,3,5,2,Value for money,4.1,38:33.4,,,,,
B00ZFNU71Y,2022,3,5,3,Volume control,3.9,38:33.4,,,,,
B00GOCUEKE,2022,3,5,1,Volume control,4.8,38:40.1,,,,,
B00GOCUEKE,2022,3,5,2,Scent,4,38:40.1,,,,,
B00GOCUEKE,2022,3,5,3,Value for money,4,38:40.1,,,,,
B00GOCUEKE,2022,3,5,4,Moisturizing,3.2,38:40.1,,,,,
B00OO0J9UY,2022,3,5,1,Softness,4.3,38:48.4,,,,,
B00OO0J9UY,2022,3,5,2,Scent,4.3,38:48.4,,,,,
B00OO0J9UY,2022,3,5,3,Moisturizing,4.3,38:48.4,,,,,
B08P66Q9TK,2022,3,5,1,Scent,4.1,38:56.9,,,,,
B08P66Q9TK,2022,3,5,2,Softness,4,38:56.9,,,,,
B08P66Q9TK,2022,3,5,3,Value for money,3.6,38:56.9,,,,,
B013RUF1RG,2022,3,5,1,Scent,4.5,39:04.3,,,,,
B013RUF1RG,2022,3,5,2,Moisturizing,4.4,39:04.3,,,,,
B013RUF1RG,2022,3,5,3,Softness,4.4,39:04.3,,,,,
B07BNQVWJW,2022,3,5,1,Softness,4.4,39:13.1,,,,,
B07BNQVWJW,2022,3,5,2,Moisturizing,4.3,39:13.1,,,,,
B07BNQVWJW,2022,3,5,3,Value for money,4.1,39:13.1,,,,,
B019SDPN5G,2022,3,5,1,Volume control,4.5,39:22.5,,,,,
B019SDPN5G,2022,3,5,2,Scent,4.5,39:22.5,,,,,
B019SDPN5G,2022,3,5,3,Moisturizing,4.3,39:22.5,,,,,
B019SDPN5G,2022,3,5,4,Value for money,4.2,39:22.5,,,,,
B00C7QH98Q,2022,3,5,1,Sheerness,4.7,39:29.7,,,,,
B00C7QH98Q,2022,3,5,2,Scent,4.3,39:29.7,,,,,
B00C7QH98Q,2022,3,5,3,Moisturizing,4.3,39:29.7,,,,,
B00C7QH98Q,2022,3,5,4,Value for money,3.9,39:29.7,,,,,
B00BGVM95Q,2022,3,5,1,Softness,4.2,39:39.9,,,,,
B00BGVM95Q,2022,3,5,2,Moisturizing,4.2,39:39.9,,,,,
B00BGVM95Q,2022,3,5,3,Scent,4.2,39:39.9,,,,,
B003FZGQFK,2022,3,5,1,Scent,3.9,39:48.0,,,,,
B003FZGQFK,2022,3,5,2,Moisturizing,3.9,39:48.0,,,,,
B003FZGQFK,2022,3,5,3,Value for money,3.6,39:48.0,,,,,
B003FZGQFK,2022,3,5,4,Sheerness,3.5,39:48.0,,,,,
B08SSCH7YZ,2022,3,5,1,Softness,4.3,39:56.4,,,,,
B08SSCH7YZ,2022,3,5,2,Scent,4.3,39:56.4,,,,,
B08SSCH7YZ,2022,3,5,3,Value for money,4,39:56.4,,,,,
B079RJ4Y7B,2022,3,5,1,Value for money,4.3,40:04.5,,,,,
B079RJ4Y7B,2022,3,5,2,Moisturizing,4.1,40:04.5,,,,,
B079RJ4Y7B,2022,3,5,3,Softness,4,40:04.5,,,,,
B079RJ4Y7B,2022,3,5,4,Scent,4,40:04.5,,,,,
B079RJ4Y7B,2022,3,5,5,Sheerness,3.8,40:04.5,,,,,
B09GTPCQX1,2022,3,5,1,Softness,5,40:12.3,,,,,
B09GTPCQX1,2022,3,5,2,Scent,4.7,40:12.3,,,,,
B09GTPCQX1,2022,3,5,3,Moisturizing,4.5,40:12.3,,,,,
B09GTPCQX1,2022,3,5,4,Value for money,4.4,40:12.3,,,,,
B00SD8JO26,2022,3,5,1,Scent,4.6,40:20.0,,,,,
B00SD8JO26,2022,3,5,2,Moisturizing,4.5,40:20.0,,,,,
B00SD8JO26,2022,3,5,3,Volume control,4.3,40:20.0,,,,,
B07NLH77SY,2022,3,5,1,Scent,4.1,40:27.6,,,,,
B07NLH77SY,2022,3,5,2,Value for money,3.5,40:27.6,,,,,
B01M36CJSJ,2022,3,5,1,Scent,4.5,40:42.4,,,,,
B01M36CJSJ,2022,3,5,2,Value for money,4.4,40:42.4,,,,,
B01M36CJSJ,2022,3,5,3,Sheerness,4.3,40:42.4,,,,,
B01M36CJSJ,2022,3,5,4,Volume control,4.3,40:42.4,,,,,
B01M36CJSJ,2022,3,5,5,Moisturizing,4.2,40:42.4,,,,,
B0009KN8UA,2022,3,5,1,Value for money,4.3,40:51.0,,,,,
B0009KN8UA,2022,3,5,2,Longevity,4.3,40:51.0,,,,,
B0009KN8UA,2022,3,5,3,Scent,3.2,40:51.0,,,,,
B01CTNRVFM,2022,3,5,1,Drying power,5,41:00.7,,,,,
B01CTNRVFM,2022,3,5,2,Softness,4.4,41:00.7,,,,,
B01CTNRVFM,2022,3,5,3,Moisturizing,4.3,41:00.7,,,,,
B01CTNRVFM,2022,3,5,4,Scent,4.2,41:00.7,,,,,
B071LF1KKY,2022,3,5,1,Scent,4.6,41:08.3,,,,,
B071LF1KKY,2022,3,5,2,Moisturizing,4.6,41:08.3,,,,,
B071LF1KKY,2022,3,5,3,Softness,4.4,41:08.3,,,,,
B071LF1KKY,2022,3,5,4,Value for money,4,41:08.3,,,,,
B019FGCTVM,2022,3,5,1,Value for money,4.5,41:17.5,,,,,
B019FGCTVM,2022,3,5,2,Scent,4.5,41:17.5,,,,,
B00EHD9872,2022,3,5,1,For sensitive skin,4.5,41:25.9,,,,,
B00EHD9872,2022,3,5,2,Softness,4.3,41:25.9,,,,,
B00EHD9872,2022,3,5,3,Scent,4.3,41:25.9,,,,,
B00EHD9872,2022,3,5,4,Value for money,4.1,41:25.9,,,,,
B00EHD9872,2022,3,5,5,Moisturizing,3.3,41:25.9,,,,,
B005CWT4W6,2022,3,5,1,Scent,4.2,41:33.5,,,,,
B005CWT4W6,2022,3,5,2,Volume control,4,41:33.5,,,,,
B005CWT4W6,2022,3,5,3,Moisturizing,3.9,41:33.5,,,,,
B000RK9XLA,2022,3,5,1,Moisturizing,4.2,41:41.2,,,,,
B000RK9XLA,2022,3,5,2,Scent,4.1,41:41.2,,,,,
B000RK9XLA,2022,3,5,3,Value for money,4,41:41.2,,,,,
B000RK9XLA,2022,3,5,4,Volume control,3.7,41:41.2,,,,,
B00T75FWT8,2022,3,5,1,Value for money,4.5,41:57.1,,,,,
B00T75FWT8,2022,3,5,2,Moisturizing,4.5,41:57.1,,,,,
B00T75FWT8,2022,3,5,3,Scent,4.3,41:57.1,,,,,
B00ILBUEVK,2022,3,5,1,Scent,4.5,42:05.3,,,,,
B00ILBUEVK,2022,3,5,2,Softness,4.5,42:05.3,,,,,
B00ILBUEVK,2022,3,5,3,Value for money,4.5,42:05.3,,,,,
B00ILBUEVK,2022,3,5,4,For traveling,4.4,42:05.3,,,,,
B00ILBUEVK,2022,3,5,5,Moisturizing,4.3,42:05.3,,,,,
B08PCNBWTQ,2022,3,5,1,Scent,4.4,42:13.6,,,,,
B08PCNBWTQ,2022,3,5,2,Moisturizing,4.3,42:13.6,,,,,
B08PCNBWTQ,2022,3,5,3,Value for money,4.2,42:13.6,,,,,
B09GTZT7Q4,2022,3,5,1,Softness,4.2,42:21.3,,,,,
B09GTZT7Q4,2022,3,5,2,Scent,4.1,42:21.3,,,,,
B09GTZT7Q4,2022,3,5,3,Moisturizing,4.1,42:21.3,,,,,
B01IA9DPB8,2022,3,5,1,Scent,4.8,42:28.7,,,,,
B01IA9DPB8,2022,3,5,2,Value for money,4.7,42:28.7,,,,,
B01IA9DPB8,2022,3,5,3,For traveling,4.3,42:28.7,,,,,
B077RWDFM5,2022,3,5,1,Scent,4.3,42:36.9,,,,,
B077RWDFM5,2022,3,5,2,Value for money,4.2,42:36.9,,,,,
B077RWDFM5,2022,3,5,3,Moisturizing,3.9,42:36.9,,,,,
B077RWDFM5,2022,3,5,4,Softness,3.9,42:36.9,,,,,
B07XT173PR,2022,3,5,1,Volume control,3,42:43.8,,,,,
B07XT173PR,2022,3,5,2,Moisturizing,2.9,42:43.8,,,,,
B07XT173PR,2022,3,5,3,Scent,2.5,42:43.8,,,,,
B002GYQ0FW,2022,3,5,1,Scent,4.6,42:50.9,,,,,
B002GYQ0FW,2022,3,5,2,Volume control,4,42:50.9,,,,,
B002GYQ0FW,2022,3,5,3,Value for money,3.5,42:50.9,,,,,
B008BILVB0,2022,3,5,1,Scent,4.2,42:58.0,,,,,
B008BILVB0,2022,3,5,2,Value for money,3.7,42:58.0,,,,,
B008BILVB0,2022,3,5,3,Moisturizing,3,42:58.0,,,,,
B07PY962WW,2022,3,5,1,Sheerness,4.8,43:11.7,,,,,
B07PY962WW,2022,3,5,2,Scent,4.5,43:11.7,,,,,
B07PY962WW,2022,3,5,3,Moisturizing,4.2,43:11.7,,,,,
B07PY962WW,2022,3,5,4,Value for money,4,43:11.7,,,,,
B0752L2VSJ,2022,3,5,1,Scent,4.5,43:20.8,,,,,
B0752L2VSJ,2022,3,5,2,Value for money,4.5,43:20.8,,,,,
B0752L2VSJ,2022,3,5,3,Softness,4.4,43:20.8,,,,,
B07JMYXRHD,2022,3,5,1,Scent,4.3,43:34.9,,,,,
B07JMYXRHD,2022,3,5,2,Value for money,4.1,43:34.9,,,,,
B08PCNBWTQ,2022,3,5,1,Scent,4.4,43:42.0,,,,,
B08PCNBWTQ,2022,3,5,2,Moisturizing,4.3,43:42.0,,,,,
B08PCNBWTQ,2022,3,5,3,Value for money,4.2,43:42.0,,,,,
B07XB2Q542,2022,3,5,1,Value for money,3.9,43:49.5,,,,,
B07XB2Q542,2022,3,5,2,Scent,3.9,43:49.5,,,,,
B07XB2Q542,2022,3,5,3,Sheerness,3.8,43:49.5,,,,,
B07XB2Q542,2022,3,5,4,Softness,3.7,43:49.5,,,,,
B07XB2Q542,2022,3,5,5,Volume control,3.7,43:49.5,,,,,
B075D8M91R,2022,3,5,1,Scent,4.5,43:56.2,,,,,
B075D8M91R,2022,3,5,2,Value for money,3.8,43:56.2,,,,,
B075D8M91R,2022,3,5,3,Giftable,3.6,43:56.2,,,,,
B082YG62JM,2022,3,5,1,Value for money,4.4,44:03.8,,,,,
B082YG62JM,2022,3,5,2,Moisturizing,4.1,44:03.8,,,,,
B082YG62JM,2022,3,5,3,Scent,4,44:03.8,,,,,
B00UB6DSXO,2022,3,5,1,Scent,3.5,44:10.3,,,,,
B00UB6DSXO,2022,3,5,2,Value for money,3.4,44:10.3,,,,,
B00UB6DSXO,2022,3,5,3,Moisturizing,3.4,44:10.3,,,,,
B004W498AS,2022,3,5,1,Scent,4.3,44:19.9,,,,,
B004W498AS,2022,3,5,2,Softness,4,44:19.9,,,,,
B004W498AS,2022,3,5,3,Moisturizing,3.9,44:19.9,,,,,
B004W498AS,2022,3,5,4,Value for money,3.7,44:19.9,,,,,
B01INE0PJK,2022,3,5,1,Softness,4.5,44:27.7,,,,,
B01INE0PJK,2022,3,5,2,Moisturizing,4.4,44:27.7,,,,,
B01INE0PJK,2022,3,5,3,Scent,4.4,44:27.7,,,,,
B01INE0PJK,2022,3,5,4,Value for money,4.3,44:27.7,,,,,
B08WSC8WDR,2022,3,5,1,Scent,4.4,44:36.8,,,,,
B08WSC8WDR,2022,3,5,2,Value for money,4,44:36.8,,,,,
B08WSC8WDR,2022,3,5,3,Softness,3.7,44:36.8,,,,,
B004CQ5MVU,2022,3,5,1,Moisturizing,4.2,44:52.3,,,,,
B004CQ5MVU,2022,3,5,2,Scent,4.2,44:52.3,,,,,
B004CQ5MVU,2022,3,5,3,Value for money,3.7,44:52.3,,,,,
B004CQ5MVU,2022,3,5,4,For traveling,3,44:52.3,,,,,
B001FOLN4C,2022,3,5,1,Value for money,4.6,44:59.3,,,,,
B001FOLN4C,2022,3,5,2,Scent,4.4,44:59.3,,,,,
B077V651ZM,2022,3,5,1,Moisturizing,4.6,45:06.3,,,,,
B077V651ZM,2022,3,5,2,Value for money,4.4,45:06.3,,,,,
B0896N6SPK,2022,3,5,1,Easy to use,4.1,45:16.1,,,,,
B0896N6SPK,2022,3,5,2,Scent,3.9,45:16.1,,,,,
B0896N6SPK,2022,3,5,3,Value for money,3.7,45:16.1,,,,,
B0896N6SPK,2022,3,5,4,Style,3.6,45:16.1,,,,,
B002UEMLXI,2022,3,5,1,Scent,5,45:23.7,,,,,
B002UEMLXI,2022,3,5,2,Moisturizing,4.4,45:23.7,,,,,
B002UEMLXI,2022,3,5,3,Value for money,4.4,45:23.7,,,,,
B094KY78HJ,2022,3,5,1,Easy to use,4.5,45:31.6,,,,,
B094KY78HJ,2022,3,5,2,Value for money,4.2,45:31.6,,,,,
B094KY78HJ,2022,3,5,3,Scent,4.2,45:31.6,,,,,
B094KY78HJ,2022,3,5,4,Moisturizing,3.7,45:31.6,,,,,
B086CRQKYH,2022,3,5,1,Scent,4.3,45:40.2,,,,,
B086CRQKYH,2022,3,5,2,Sheerness,4.1,45:40.2,,,,,
B086CRQKYH,2022,3,5,3,Softness,4,45:40.2,,,,,
B086CRQKYH,2022,3,5,4,Value for money,4,45:40.2,,,,,
B086CRQKYH,2022,3,5,5,Moisturizing,4,45:40.2,,,,,
B001EO5WYU,2022,3,5,1,Scent,4,45:57.0,,,,,
B001EO5WYU,2022,3,5,2,Sheerness,4,45:57.0,,,,,
B001EO5WYU,2022,3,5,3,Value for money,3.7,45:57.0,,,,,
B001EO5WYU,2022,3,5,4,Moisturizing,3.7,45:57.0,,,,,
B001EO5WYU,2022,3,5,5,Softness,3.6,45:57.0,,,,,
B0007X749U,2022,3,5,1,Value for money,4.5,46:05.8,,,,,
B0007X749U,2022,3,5,2,Softness,4.4,46:05.8,,,,,
B0007X749U,2022,3,5,3,Scent,4.3,46:05.8,,,,,
