B09L1NKZKQ,2022,3,16,body wash,20,1,2,5.0,9.99,0,1,1,1,0,0,0,0,0,0,0,15.7 Ounce,"Thu, Mar 17",($0.64/Fl Oz),Sand + Fog Scented Liquid Hand Soap | Frazier Fir | 15.7 oz,http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_beauty_sr_pg20_1?ie=UTF8&adId=A06612642XC0T8F2KRRCV&url=%2FSand-Fog-Scented-Liquid-Frazier%2Fdp%2FB09L1NKZKQ%2Fref%3Dsr_1_913_sspa%3Fkeywords%3DBody%2BCleansers%26qid%3D1647373541%26s%3Dbeauty%26sr%3D1-913-spons%26psc%3D1&qualifier=1647373541&id=5072123119445208&widgetName=sp_atf_next,2022-03-16 03:45:48.103715
B08XY4QSK1,2022,3,16,body wash,20,2,2,5.0,19.99,0,1,1,1,0,0,0,0,0,0,0,"Thu, Mar 17","Thu, Mar 17",($0.16/Fl Oz),"Ecological Moisturizing Aloe Vera Hand Wash, Vegan & Cruetly Free, Paraben Free, 1 Gallon",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_beauty_sr_pg20_1?ie=UTF8&adId=A057371916VYGPUYVZ91D&url=%2FEcological-Moisturizing-Cruetly-Paraben-Gallon%2Fdp%2FB08XY4QSK1%2Fref%3Dsr_1_914_sspa%3Fkeywords%3DBody%2BCleansers%26qid%3D1647373541%26s%3Dbeauty%26sr%3D1-914-spons%26psc%3D1&qualifier=1647373541&id=5072123119445208&widgetName=sp_atf_next,2022-03-16 03:45:52.281009
B000Q43TQ2,2022,3,16,body wash,20,3,20835,4.5,9.89,11.99,1,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,30 Fl Oz (Pack of 1),"Thu, Mar 17",($0.33/Fl Oz),"Jason Natural Body Wash & Shower Gel, Revitalizing Citrus, 30 Oz, Packaging May Vary",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_beauty_sr_pg20_1?ie=UTF8&adId=A04637313RBMGD17EF1HJ&url=%2FJason-Revitalizing-Citrus-Pure-Natural%2Fdp%2FB000Q43TQ2%2Fref%3Dsr_1_915_sspa%3Fkeywords%3DBody%2BCleansers%26qid%3D1647373541%26s%3Dbeauty%26sr%3D1-915-spons%26psc%3D1&qualifier=1647373541&id=5072123119445208&widgetName=sp_atf_next,2022-03-16 03:45:56.467925
B07HFG93GK,2022,3,16,body wash,20,4,19041,4.6,49.95,69.95,1,1,1,0,0,0,0,0,0,0,15 Piece Set,"Fri, Mar 18",($49.95/Count),"AquaSonic Duo Dual Handle Ultra Whitening 40,000 VPM Wireless Charging Electric ToothBrushes - 3 Modes with Smart Timers - 10 Dupont Brush Heads & 2 Travel Cases Included",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_beauty_sr_pg20_1?ie=UTF8&adId=A060460910IQ983KC1PSE&url=%2FAquaSonic-DUO-Whitening-Rechargeable-ToothBrushes%2Fdp%2FB07HFG93GK%2Fref%3Dsr_1_916_sspa%3Fkeywords%3DBody%2BCleansers%26qid%3D1647373541%26s%3Dbeauty%26sr%3D1-916-spons%26psc%3D1&qualifier=1647373541&id=5072123119445208&widgetName=sp_atf_next,2022-03-16 03:46:00.655015
B09BZYTRRV,2022,3,16,body wash,20,5,317,4.6,13.98,0,0,1,1,0,0,0,0,0,$13.28 with Subscribe & Save discount,0,24 Fl Oz (Pack of 2),"Thu, Mar 17",($6.99/Count),Renpure Pomegranate Mango & Sweet Magnolia Moisturizing Body Wash for Dry Skin 2Pk – Gentle Exfoliating & Hydrating Natural Antioxidant Shower Gel & Sensitive Skin Body Wash with Pump for Women,http://amazon.com/Renpure-Pomegranate-Mango-Magnolia-Moisturizing/dp/B09BZYTRRV/ref=sr_1_917?keywords=Body+Cleansers&qid=1647373541&s=beauty&sr=1-917,2022-03-16 03:46:04.837480
B08NTSJ4B2,2022,3,16,body wash,20,6,24,4.7,22.99,28.00,0,0,1,18%,0,0,0,0,Lowest price in 30 days,0,2 Piece Set,0,($22.99/Count),"Bath and Body Works - Steel - For Men - Ultra Shea Body Cream and 3-in-1 Hair, Face & Body Wash - Full Size - (2020 Edition)",http://amazon.com/Bath-Body-Works-3-1/dp/B08NTSJ4B2/ref=sr_1_918?keywords=Body+Cleansers&qid=1647373541&s=beauty&sr=1-918,2022-03-16 03:46:11.277954
B0949N6XK7,2022,3,16,body wash,20,7,423,4.6,23.96,0,0,1,1,0,0,0,0,0,0,0,13.5 Fl Oz (Pack of 4),"Thu, Mar 17",($0.44/Fl Oz),"Dove Foaming Body Wash For Kids Cotton Candy Hypoallergenic Skin Care, 13.5 Fl Oz, Pack of 4",http://amazon.com/Dove-Foaming-Cotton-Candy-Hypoallergenic/dp/B0949N6XK7/ref=sr_1_919?keywords=Body+Cleansers&qid=1647373541&s=beauty&sr=1-919,2022-03-16 03:46:15.452909
B09V1TRR6Y,2022,3,16,body wash,20,8,1,5.0,12.00,0,0,0,1,0,0,0,0,0,0,0,"Thu, Mar 17",0,($0.71/Fl Oz),Saltair Body Wash (Island Orchid),http://amazon.com/Saltair-Body-Wash-Island-Orchid/dp/B09V1TRR6Y/ref=sr_1_920?keywords=Body+Cleansers&qid=1647373541&s=beauty&sr=1-920,2022-03-16 03:46:19.638100
B01BW6SBNI,2022,3,16,body wash,20,9,43,4.4,12.95,14.95,0,1,1,0,0,0,0,0,0,0,17 Ounce,"Thu, Mar 17",($0.76/Ounce),"Deep Steep Argan Oil Body Wash, Fig Apricot, 17 Ounce",http://amazon.com/Deep-Steep-Argan-Apricot-Ounce/dp/B01BW6SBNI/ref=sr_1_921?keywords=Body+Cleansers&qid=1647373541&s=beauty&sr=1-921,2022-03-16 03:46:23.875827
B08L8GXFVK,2022,3,16,body wash,20,10,15,4.2,23.99,0,0,0,1,0,0,0,0,0,0,0,"Mon, Mar 21",0,($0.37/Fl Oz),"Dr. Natural, Pure Castile Liquid Soap, (Lavender, 32 Ounce 2-pack) Ultra-moisturizing Body Wash, Shampoo, Facial Cleanser Or Hand Wash.",http://amazon.com/Dr-Natural-Lavender-Ultra-moisturizing-Cleanser/dp/B08L8GXFVK/ref=sr_1_922?keywords=Body+Cleansers&qid=1647373541&s=beauty&sr=1-922,2022-03-16 03:46:28.062304
