B07QSHWNBF,2022,3,16,car camera,2,2,2628,4.1,39.99,49.99,1,1,1,0,0,0,0,0,30% coupon applied at checkout,Save 30%  with coupon,"Thu, Mar 17","Thu, Mar 17",0,"Dash Cam FHD 1080P Car Camera, GOODTS 1.5 inch Mini Screen Car Dash Camera, Dashboard Camera with G-Sensor Loop Recording Night Vision WDR 180°Wide Angle Motion Detection (16GB Card Included)",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_car-electronics_sr_pg2_1?ie=UTF8&adId=A020154319WS2C2CPMD7&url=%2FGOODTS-Recorder-Dashboard-Recording-Detection%2Fdp%2FB07QSHWNBF%2Fref%3Dsr_1_18_sspa%3Fkeywords%3DCar%2BVideo%26qid%3D1647380842%26s%3Dcar%26sr%3D1-18-spons%26psc%3D1&qualifier=1647380842&id=4342513038511802&widgetName=sp_atf_next,2022-03-16 05:47:37.139261
B07L3SW5G8,2022,3,16,car camera,2,3,415,4.3,169.99,0,0,1,1,0,0,0,0,0,0,0,"Thu, Mar 17","Thu, Mar 17",0,"NAVISKAUTO 10.5"" Dual Screen Portable DVD Player for Car with HDMI Input, Headrest Video Player with Headphones and Mounting Bracket, 5-Hour Rechargeable Battery",http://amazon.com/NAVISKAUTO-Portable-Headrest-Rechargeable-Headphones/dp/B07L3SW5G8/ref=sr_1_19?keywords=Car+Video&qid=1647380842&s=car&sr=1-19,2022-03-16 05:47:41.312457
B08ZHV5YFY,2022,3,16,car camera,2,4,192,4.0,129.99,169.99,0,1,1,0,0,0,0,1,$10.00 coupon applied at checkout,Save $10.00  with coupon,"Thu, Mar 17","Thu, Mar 17",0,"Wonnie 10.5inch Dual Portable DVD Player for Car, Headrest Kids CD Players with Two Headphones Built-in 5 Hours Rechargeable Battery, Support USB/SD/MMC,Regions Free,AV Out & in ( 1 Player+1 Monitor )",http://amazon.com/10-5inch-Portable-Headrest-Headphones-Rechargeable/dp/B08ZHV5YFY/ref=sr_1_20?keywords=Car+Video&qid=1647380842&s=car&smid=A3G6T9J13ABHB7&sr=1-20,2022-03-16 05:47:45.501008
B097GXSVY2,2022,3,16,car camera,2,5,24,3.8,204.89,0,0,1,1,0,0,0,0,0,0,0,"Thu, Mar 17","Thu, Mar 17",0,"XTRONS 11.6 Inch Android Car Headrest IPS Touch Screen Portable Video Players for Car Backseat Headrest Mount Monitor Support Netflix/YouTube, 2K Video, Ambient Light, Phone Mirror, WiFi, USB/TF",http://amazon.com/XTRONS-Android-Headrest-Portable-Backseat/dp/B097GXSVY2/ref=sr_1_21?keywords=Car+Video&qid=1647380842&s=car&sr=1-21,2022-03-16 05:47:49.688266
B07PSDXMNV,2022,3,16,car camera,2,6,8228,4.2,49.98,0,0,1,1,0,0,0,0,0,20% coupon applied at checkout,Save 20%  with coupon,"Thu, Mar 17","Thu, Mar 17",0,"Dash Cam for Cars 1080P FHD 2022 Car Dash Camera for Cars CHORTAU 3 inch Dashcam with Night Vision,170°Wide Angle, Parking Monitor, Loop Recording, G-Sensor",http://amazon.com/CHORTAU-Version-Dashboard-170%C2%B0Wide-Recording/dp/B07PSDXMNV/ref=sr_1_22?keywords=Car+Video&qid=1647380842&s=car&sr=1-22,2022-03-16 05:47:53.873693
B099N1FCPN,2022,3,16,car camera,2,7,30,4.3,89.99,129.99,0,1,1,0,0,0,0,0,$10.00 coupon applied at checkout,Save $10.00  with coupon,"Thu, Mar 17","Thu, Mar 17",0,"EYETOO 2.5K Mirror Dash Cam Car,10 in Rear View Mirror Camera Night Vision Full Touch Screen Waterproof Reverse Backup Camera,Dual Dash Camera Front and Rear Parking Assist,Loop Recording, G-Sensor",http://amazon.com/EYETOO-Mirror-Dash-Cam-Waterproof/dp/B099N1FCPN/ref=sr_1_23?keywords=Car+Video&qid=1647380842&s=car&sr=1-23,2022-03-16 05:47:58.064539
B09LV5V8RD,2022,3,16,car camera,2,8,96,3.2,288.00,0,0,1,1,0,0,0,0,0,5% off promotion available,0,"Thu, Mar 17","Thu, Mar 17",0,"MMB 2022 New Carplay Wireless Adapter Multimedia Video Box for Cars with OEM Carplay, CarPlay Ai Box, Add Android 11 System to Factory Radio, Wireless Carplay Android auto, Built-in GPS, Plug&Play",http://amazon.com/Carplay-Wireless-Adapter-Multimedia-CarPlay/dp/B09LV5V8RD/ref=sr_1_24?keywords=Car+Video&qid=1647380842&s=car&sr=1-24,2022-03-16 05:48:05.798023
B08DV51H2X,2022,3,16,car camera,2,9,716,4.3,150.36,179.90,0,1,1,0,0,0,0,1,0,0,"Thu, Mar 17","Thu, Mar 17",0,"VIOFO Dual Dash Cam, 2K 1440P 60fps+1080P 30fps Front and Rear Dash Camera with Wi-Fi GPS, Parking Mode, Emergency Recording, Super Capacitor, Motion Detection (A129 Plus Duo)",http://amazon.com/VIOFO-Emergency-A129-Plus-Duo/dp/B08DV51H2X/ref=sr_1_25?keywords=Car+Video&qid=1647380842&s=car&smid=APVAUZZOJUWDA&sr=1-25,2022-03-16 05:48:09.974871
B0742J69SQ,2022,3,16,car camera,2,10,9774,4.4,169.99,199.99,0,1,1,0,0,0,0,0,$10.00 coupon applied at checkout,Save $10.00  with coupon,"Thu, Mar 17","Thu, Mar 17",0,"Vantrue N2 Pro Uber Dual 1080P Dash Cam, 2.5K 1440P Front Dash Cam, Front and Inside Car Dash Camera with Infrared Night Vision, 24hr Motion Detection Parking Mode, Accident Record, Support 256GB max",http://amazon.com/N2-Pro-Infrared-1920x1080P-2560x1440P/dp/B0742J69SQ/ref=sr_1_26?keywords=Car+Video&qid=1647380842&s=car&sr=1-26,2022-03-16 05:48:14.164416
B09MD22B94,2022,3,16,car camera,2,11,21,4.4,149.99,0,1,1,1,0,0,0,0,0,$20.00 coupon applied at checkout,Save $20.00  with coupon,"Thu, Mar 17","Thu, Mar 17",0,"JOMISE 4K Mirror Dash Cam,Type-C Adopted,No Longer Black Screen/Restart,11"" Touch Screen Dual Lens Dash Camera,Super Night Vision,Sony Starvis Sensor,GPS,G-Sensor,Parking Assist,Loop Recording, G814",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_car-electronics_sr_pg2_1?ie=UTF8&adId=A0901093L9ZR4DN6O1HL&url=%2FJOMISE-Adopted-Restart-G-Sensor-Recording%2Fdp%2FB09MD22B94%2Fref%3Dsr_1_27_sspa%3Fkeywords%3DCar%2BVideo%26qid%3D1647380842%26s%3Dcar%26sr%3D1-27-spons%26psc%3D1&qualifier=1647380842&id=4342513038511802&widgetName=sp_mtf,2022-03-16 05:48:18.349414
