B0859LB8BS,2022,3,16,1,Arrived damaged,1.0 out of 5 stars,One person found this helpful,"Reviewed in the United States on November 1, 2021",Alexis Vieira,,Verified Purchase,,"The box arrived fine, but the shampoo inside was all spilled out and sticky. Such a waste.",2022-03-16 01:13:05.456439
B0859LB8BS,2022,3,16,2,high quality meets high standards,5.0 out of 5 stars,,"Reviewed in the United States on February 17, 2022",Siren S. Den,,,,"One of the better shampoo's on the market; every wash has left my hair feeling fresh, hydrated and soothed.",2022-03-16 01:13:05.456439
