B01N1ZJIN8,2022,3,16,1,Great color for yellow tinted skin,5.0 out of 5 stars,7 people found this helpful,"Reviewed in the United States on December 13, 2018",Alene Wisnevsky,,Verified Purchase,,Great color.  Smooth.  Adds brightness for skin color.,2022-03-16 04:25:44.525985
B01N1ZJIN8,2022,3,16,2,best color…great wear,5.0 out of 5 stars,16 people found this helpful,"Reviewed in the United States on February 2, 2014",Kathy,,Verified Purchase,,"This has got to be the best red in the world if you wear warm colors of Spring and Autumn. It is a red that miraculously goes with everything in my wardrobe because it is not TOO red, but is still red… not TOO terra cotta that it is no longer red…this is my staple lipstick I wear all the time. I buy 2 at a time so I have one at work and one in my purse...",2022-03-16 04:25:44.525985
B01N1ZJIN8,2022,3,16,3,Good quality,4.0 out of 5 stars,,"Reviewed in the United States on March 6, 2022",K. Thomas,,Verified Purchase,,The product arrived quickly and was of good quality.,2022-03-16 04:25:44.525985
B01N1ZJIN8,2022,3,16,4,Came smushed,1.0 out of 5 stars,3 people found this helpful,"Reviewed in the United States on July 23, 2020",Rose,,Verified Purchase,,"Hi I ordered this under the impression it was directly from MAC, however the lipstick came smushed in the tube.",2022-03-16 04:25:44.525985
B01N1ZJIN8,2022,3,16,5,awesome purchase,5.0 out of 5 stars,3 people found this helpful,"Reviewed in the United States on September 18, 2021",Martina Marian,,Verified Purchase,,The best color Mac offers. My favorite.,2022-03-16 04:25:44.525985
B01N1ZJIN8,2022,3,16,6,Great Color!,4.0 out of 5 stars,,"Reviewed in the United States on February 10, 2022",cheryl johnson,,Verified Purchase,,I love the red.,2022-03-16 04:25:44.525985
B01N1ZJIN8,2022,3,16,7,I was expecting a bright red color,2.0 out of 5 stars,,"Reviewed in the United States on March 2, 2022",Teresa Caraballo,,Verified Purchase,,Color not accurate from picture,2022-03-16 04:25:44.525985
B01N1ZJIN8,2022,3,16,8,I like the color Chili,5.0 out of 5 stars,2 people found this helpful,"Reviewed in the United States on July 15, 2019",Sharon Sealy,,Verified Purchase,,Color lasts,2022-03-16 04:25:44.525985
B099PPSW7K,2022,3,16,1,Beautiful color and moisturizing lipstick,4.0 out of 5 stars,One person found this helpful,"Reviewed in the United States on January 12, 2022",Michelle,,Verified Purchase,,"I really like this set. The colors are beautiful. There are colors from very nude to nighttime shades. These go on moist and dry down, but don’t get “dry”. The only issue is they are not super long wearing. During a night I had to reapply, but not that much of a big deal. I would recommend for the colors themselves!",2022-03-16 04:25:50.993621
B099PPSW7K,2022,3,16,2,very natural tones!,5.0 out of 5 stars,,"Reviewed in the United States on January 31, 2022",Customer,,Verified Purchase,,The lipstick feels so soft when applied on lips,2022-03-16 04:25:50.993621
B099PPSW7K,2022,3,16,3,Very nice,5.0 out of 5 stars,,"Reviewed in the United States on January 6, 2022",Latrecia Taylor,,Verified Purchase,,Beautiful colors ♥️♥️♥️,2022-03-16 04:25:50.993621
B099PPSW7K,2022,3,16,4,Nice assortment,4.0 out of 5 stars,,"Reviewed in the United States on March 8, 2022",Nickelodeon,,Verified Purchase,,I like that I had different colors to use but unfortunately I did not like them on me.,2022-03-16 04:25:50.993621
B099PPSW7K,2022,3,16,5,not long lasting at all,2.0 out of 5 stars,,"Reviewed in the United States on February 23, 2022",Mary Rainwater,,Verified Purchase,,lip stick  not long lasting would not order again,2022-03-16 04:25:50.993621
B099PPSW7K,2022,3,16,6,Lasted a bit longer,5.0 out of 5 stars,2 people found this helpful,"Reviewed in the United States on January 12, 2022",la Professora,,Verified Purchase,,I have never had a lipstick last very lingo think it’s me and not the product unless none of them last in anyone!! I really liked the colors in this set and the smaller tube size. This is a good value and I liked it.,2022-03-16 04:25:50.993621
