B0006LNHG2,2022,3,16,1,Like it,4.0 out of 5 stars,,"Reviewed in the United States on August 22, 2020",L. Ponder,,Verified Purchase,,Like the color and stays on pretty well.  Would like a little more brown in the color for it to be a better shade for me.,2022-03-16 05:35:59.171301
B0006LNHG2,2022,3,16,2,Pearl,5.0 out of 5 stars,,"Reviewed in the United States on August 21, 2020",Heididog,,Verified Purchase,,Loved the pearlescent color!,2022-03-16 05:35:59.171301
B0006LNHG2,2022,3,16,3,Love it,5.0 out of 5 stars,,"Reviewed in the United States on July 7, 2020",Shanon Adamson-John,,Verified Purchase,,Love this color so much!,2022-03-16 05:35:59.171301
B0006LNHG2,2022,3,16,4,Long lasting!,5.0 out of 5 stars,,"Reviewed in the United States on March 5, 2021",Amazon Customer,,Verified Purchase,,Color great.  Makes your white teeth stand out!,2022-03-16 05:35:59.171301
B0006LNHG2,2022,3,16,5,Dry,2.0 out of 5 stars,,"Reviewed in the United States on March 9, 2021",sandal siren,,Verified Purchase,,First of all it was a tad to dark.  And the reason I gave it 2 stars is because it was a dry lipstick.  Don't know if it was old or just the way it's supposed to be.,2022-03-16 05:35:59.171301
