B07W5QS2MP,2022,3,16,1,Disappointed,1.0 out of 5 stars,150 people found this helpful,"Reviewed in the United States on November 9, 2019",fun game for my entire family.,,Verified Purchase,,"Disappointed.  Has Sodoum Laurel Sulfate. NOT chemical free, not organic, made in China. I will be returning this item. My search continues....",2022-03-16 01:19:31.584971
B07W5QS2MP,2022,3,16,2,Not Sulfate Free,2.0 out of 5 stars,62 people found this helpful,"Reviewed in the United States on November 5, 2019",Jacquie T,,Verified Purchase,,"I am very disappointed to receive this product and discover that it is not sulfate free when I read the ingredients list on the box. Sodium lauryl sulfate is not in the listing as an ingredient, and I would not have ordered the bar if that ingredient had been listed here. My daughter does not share my sulfate allergy so I will see if she wants this shampoo bar. If not then I will ask for a refund because I do not dare use it myself.",2022-03-16 01:19:31.584971
B07W5QS2MP,2022,3,16,3,Exceeded expectations!,5.0 out of 5 stars,23 people found this helpful,"Reviewed in the United States on October 3, 2019",SJ Chitwood,,Verified Purchase,,I bought this bar mainly bc I am trying to reduce the number of plastic bottles we collect from 5 people in my house. I had minimal expectations for this bar but it far exceeded that! My hair is somewhat damaged form processing and I use product in my hair so after I was it still always feeds like some sort or resident is left behind on my hair. This bar made my hair feel cleaner that is has in a long time! Other than that it is super easy to use and lathers great! It smells good without being overpowering. My kids and my husband love it which I was completely shocked by!  I will most definitely be buying more!,2022-03-16 01:19:31.584971
B07W5QS2MP,2022,3,16,4,Smells great and lathers up!,5.0 out of 5 stars,16 people found this helpful,"Reviewed in the United States on October 15, 2019",libertymarie,,Verified Purchase,,We are trying bar shampoo to cut back on plastic packaging. I got this one for my boyfriend since it is a two in one.  Bamboo smells amazing and he loves it too. The scent could work for a man or woman.  It lathers up like crazy. I haven't used it on my girl hair because I'm convinced I need a separate conditioner so I tried something different and can't say how good the conditioning effect is for long hair but totally a winner on guy hair.,2022-03-16 01:19:31.584971
B07W5QS2MP,2022,3,16,5,Great bar soap,5.0 out of 5 stars,10 people found this helpful,"Reviewed in the United States on February 20, 2021",I buy stuff some times,,Verified Purchase,,"This is my first hair bar soap. I was a little apprehensive at first because, I am used to liquid cleansers that suds up. I also have curly, dry hair and I hear some people say bar soap will dry out curly hair and make it frizzy. But, this bar soap, works really well. Its has a nice, soft scent that doesn't over power you and it lathers up way more than I thought a bar soap could. It leaves my hair clean and soft. No residue and stickyness. My curls look the same as when I used liquid shampoo, conditioner and leave in conditioner. Only now, I use one product, this bar soap, at a fraction of the cost and this is way better for the environment.",2022-03-16 01:19:31.584971
B07W5QS2MP,2022,3,16,6,Great Product for travel.,5.0 out of 5 stars,20 people found this helpful,"Reviewed in the United States on September 6, 2019",Hamona,,Verified Purchase,,"I am happy to use this Cinnamon shampoo bar with conditioner effect also, it is 100 % organic better choice to me. The bars are beautiful, smell pleasant and my hair is soft and shiny now. I love this shampoo I will continue to purchase.",2022-03-16 01:19:31.584971
B07W5QS2MP,2022,3,16,7,"Very good, but no conditioning effect",4.0 out of 5 stars,16 people found this helpful,"Reviewed in the United States on October 6, 2019",Rocio Diaz,,Verified Purchase,,"This is my first shampoo bar. It is somewhat small, like travel size, but it fits the palm of my hand. It smells wonderfully. The hair was well cleaned after, however the “conditioning effect” is minimal if anything. I guess I’ll have to find an ecofriendly conditioning bar. Good price though.",2022-03-16 01:19:31.584971
B07W5QS2MP,2022,3,16,8,No dandruff control,2.0 out of 5 stars,7 people found this helpful,"Reviewed in the United States on December 22, 2019",wwlarado,,Verified Purchase,,"2/5 stars. I wanted an alternative to bottled shampoo because I didn’t want to continue contributing to plastic waste and a product that has little to no chemicals BUT I also needed something that would effectively manage my dandruff. This was advertised as working for dandruff and it does NOT, to my disappointment. I would not recommend this product for anyone considering a purchase with that factor in mind. I was previously using a shampoo bar from No Tox Life which WAS effective in preventing dandruff by when I began this product it returned immediately. I will be switching back to No Tox Life for sure and sticking with that.",2022-03-16 01:19:31.584971
B091MD9D7Z,2022,3,16,1,"did not impress me, but will give it a few more tries",3.0 out of 5 stars,3 people found this helpful,"Reviewed in the United States on May 20, 2021",Emilie C.,"
        TOP 1000 REVIEWER",,Vine Customer Review of Free Product,"This is a nice shampoo, but I wasn't wow-ed by it. I think the smell of the shampoo made me not fall in love with it as hard as I would have. The scent was a little weird to me and didn't smell ""nice"". It's not that I want a heavily fragranced shampoo but this one had a very light and strange scent, and after washing my hair it didn't have any smell to it. It did lather up pretty nicely with just a tiny little bit. I appreciate that it didn't weigh my hair down. I feel bad that I seem like the odd one out that didn't really like this shampoo as I've heard good things about it. Some shampoos just give me a great first use impression, but this one just didn't feel like it was anything special, especially given the higher price tag. I will give it several more tries to see if it gets better but as of now, it is not one I would repurchase.",2022-03-16 01:19:37.896030
B091MD9D7Z,2022,3,16,2,What's So Legendary?,3.0 out of 5 stars,2 people found this helpful,"Reviewed in the United States on June 3, 2021",Marie Edwards,"
        TOP 1000 REVIEWERVINE VOICE",,Vine Customer Review of Free Product,"Admittedly, I’ve tried a lot of shampoos (and conditioners) over the course of my life – and I’m not THAT old either.",2022-03-16 01:19:37.896030
