ASIN,YEAR,MONTH,DAY,STAR_5,STAR_4,STAR_3,STAR_2,STAR_1,STAR_AVG
B08PLB1HRH,2022,1,28,0,0,0,0,0,0
B01AT0D3MW,2022,1,28,84,10,3,1,1,4.8
B079QCV5KN,2022,1,28,86,9,3,1,1,4.8
B07MP159HL,2022,1,28,0,0,0,0,0,0
B07NSR1CSP,2022,1,28,0,0,0,0,0,0
B09NQP64VJ,2022,1,28,0,0,0,0,0,0
B000MIIFB6,2022,1,28,83,10,4,2,2,4.7
B00A2EWQGU,2022,1,28,0,0,0,0,0,0
B079W94WGN,2022,1,28,0,0,0,0,0,0
B079P9J3T5,2022,1,28,0,0,0,0,0,0
B01NCM2JI1,2022,1,28,0,0,0,0,0,0
B00SUYMY4I,2022,1,28,0,0,0,0,0,0
B0743YVR3Q,2022,1,28,0,0,0,0,0,0
B08BTCCNPM,2022,1,28,0,0,0,0,0,0
B017LXVKRA,2022,1,28,0,0,0,0,0,0
B082YTXRRX,2022,1,28,0,0,0,0,0,0
B08TLQ8JXH,2022,1,28,0,0,0,0,0,0
B08LFKZ9JF,2022,1,28,0,0,0,0,0,0
B01AT0CWF6,2022,1,28,82,12,4,1,1,4.7
B00JHG4UZE,2022,1,28,0,0,0,0,0,0
B07C9P33KF,2022,1,28,0,0,0,0,0,0
B0949VKGB8,2022,1,28,0,0,0,0,0,0
B07MKS1C8B,2022,1,28,72,15,7,3,3,4.5
B01MZ3KID0,2022,1,28,0,0,0,0,0,0
B00JF2JVYA,2022,1,28,0,0,0,0,0,0
B082QBPDJB,2022,1,28,0,0,0,0,0,0
B016TRTXXM,2022,1,28,0,0,0,0,0,0
B01IA97KTQ,2022,1,28,100,0,0,0,0,5
B077YDZ75C,2022,1,28,0,0,0,0,0,0
B07FZ2ZX8W,2022,1,28,0,0,0,0,0,0
B089C6D8W8,2022,1,28,0,0,0,0,0,0
B07B3XCPJM,2022,1,28,0,0,0,0,0,0
B082VKJQHK,2022,1,28,0,0,0,0,0,0
B079Q9ND6V,2022,1,28,0,0,0,0,0,0
B079PT9D52,2022,1,28,0,0,0,0,0,0
B08WCQCXBD,2022,1,28,0,0,0,0,0,0
B094YYFVBM,2022,1,28,0,0,0,0,0,0
B082QBPDJC,2022,1,28,0,0,0,0,0,0
B07MHJG42W,2022,1,28,0,0,0,0,0,0
B01MRR6Y9H,2022,1,28,0,0,0,0,0,0
B00J0AZU7Y,2022,1,28,85,10,3,1,1,4.8
B0089WNKVC,2022,1,28,0,0,0,0,0,0
B007Y06Y3G,2022,1,28,0,0,0,0,0,0
B014UUZ1FE,2022,1,28,81,12,4,1,2,4.7
B06XZMB611,2022,1,28,0,0,0,0,0,0
B07T6JFX6W,2022,1,28,0,0,0,0,0,0
B099HG2XJQ,2022,1,28,73,13,6,4,4,4.5
B01MRR9ZY6,2022,1,28,0,0,0,0,0,0
B08373SD4C,2022,1,28,0,0,0,0,0,0
B08BJVHYSC,2022,1,28,0,0,0,0,0,0
B003B6MTB8,2022,1,28,0,0,0,0,0,0
B006H9KM4M,2022,1,28,78,12,6,1,3,4.6
B07NJPSDL6,2022,1,28,0,0,0,0,0,0
B08BTK4L8J,2022,1,28,0,0,0,0,0,0
B082QBX9R5,2022,1,28,0,0,0,0,0,0
B078Y5Q732,2022,1,28,0,0,0,0,0,0
B096PGRCPF,2022,1,28,0,0,0,0,0,0
B01CPZOCOC,2022,1,28,0,0,0,0,0,0
B07SX2LQVZ,2022,1,28,0,0,0,0,0,0
B01MT7YIV4,2022,1,28,0,0,0,0,0,0
B079Q9D7PS,2022,1,28,0,0,0,0,0,0
B08PCRDG51,2022,1,28,78,13,4,1,3,4.6
B07FYLZ7GK,2022,1,28,0,0,0,0,0,0
B09BYH8T3L,2022,1,28,0,0,0,0,0,0
B01ABM8XC8,2022,1,28,0,0,0,0,0,0
B001E96L2C,2022,1,28,0,0,0,0,0,0
B07FKQGN7F,2022,1,28,0,0,0,0,0,0
B08TNXLWDR,2022,1,28,0,0,0,0,0,0
B08FTWMQ1P,2022,1,28,0,0,0,0,0,0
B01E6OVD7Y,2022,1,28,75,12,4,5,4,4.5
B085XYC7B5,2022,1,28,0,0,0,0,0,0
B09L8MM3PW,2022,1,28,0,0,0,0,0,0
B079PT9D52,2022,1,28,0,0,0,0,0,0
B0199HINB2,2022,1,28,0,0,0,0,0,0
B074N42K1D,2022,1,28,0,0,0,0,0,0
B017MUWD14,2022,1,28,0,0,0,0,0,0
B07V6KNBXK,2022,1,28,0,0,0,0,0,0
B082VKS7HY,2022,1,28,0,0,0,0,0,0
B082F1XVCF,2022,1,28,0,0,0,0,0,0
B011057VGE,2022,1,28,0,0,0,0,0,0
B00U38HPX4,2022,1,28,0,0,0,0,0,0
B01AT0D3MW,2022,1,28,84,10,3,1,1,4.8
B077S5S18P,2022,1,28,0,0,0,0,0,0
B081R38486,2022,1,28,0,0,0,0,0,0
B004G853L8,2022,1,28,0,0,0,0,0,0
B00LCXS80S,2022,1,28,0,0,0,0,0,0
B06XN6CZ4P,2022,1,28,72,15,8,2,3,4.5
B08YJRYYGP,2022,1,28,0,0,0,0,0,0
B08P6XQ4DX,2022,1,28,0,0,0,0,0,0
B08PCPW8KL,2022,1,28,86,10,3,1,0,4.8
B00I6A6B4A,2022,1,28,81,12,5,1,1,4.7
B00XWCTYZ0,2022,1,28,0,0,0,0,0,0
B08SCGPG6J,2022,1,28,39,43,9,10,0,4.1
B07Z7X5VCV,2022,1,28,79,14,5,1,2,4.7
B097C7KPNR,2022,1,28,0,0,0,0,0,0
B09L93GT8Y,2022,1,28,77,14,3,1,5,4.6
B09BZYTRRV,2022,1,28,0,0,0,0,0,0
B00WSU800M,2022,1,28,69,31,0,0,0,4.7
B0845D28ZY,2022,1,28,0,0,0,0,0,0
B00SXUG8GE,2022,1,28,0,0,0,0,0,0
B000VA7KIE,2022,1,28,0,0,0,0,0,0
B01N2G9W9U,2022,1,28,85,8,3,1,2,4.7
B08C5NDCN2,2022,1,28,0,0,0,0,0,0
B0845CVB2R,2022,1,28,0,0,0,0,0,0
B00B4SV240,2022,1,28,0,0,0,0,0,0
B07QK3M86V,2022,1,28,0,0,0,0,0,0
B08BTFW2KP,2022,1,28,0,0,0,0,0,0
B08TNXX7VK,2022,1,28,0,0,0,0,0,0
B08BB5XH8J,2022,1,28,0,0,0,0,0,0
B08BS1YXZC,2022,1,28,0,0,0,0,0,0
B082QB23YM,2022,1,28,0,0,0,0,0,0
B001DEC65Y,2022,1,28,88,5,5,1,1,4.8
B00R1P82UW,2022,1,28,0,0,0,0,0,0
B07Y7WS5K8,2022,1,28,0,0,0,0,0,0
B07GY15XKY,2022,1,28,83,10,3,2,3,4.7
B089RDT34P,2022,1,28,0,0,0,0,0,0
B004I5DDAW,2022,1,28,0,0,0,0,0,0
B09JB3TKKB,2022,1,28,0,0,0,0,0,0
B07B4PQRJ2,2022,1,28,0,0,0,0,0,0
B08LFGWC3R,2022,1,28,0,0,0,0,0,0
B08MKYTLDC,2022,1,28,0,0,0,0,0,0
B097CBG9N5,2022,1,28,100,0,0,0,0,5
B07SX2P9G7,2022,1,28,0,0,0,0,0,0
B08HK1YWFH,2022,1,28,0,0,0,0,0,0
B005LXEDTK,2022,1,28,0,0,0,0,0,0
B07B4PQRJ2,2022,1,28,0,0,0,0,0,0
B00OSKBW6E,2022,1,28,0,0,0,0,0,0
B00N0A9DHS,2022,1,28,0,0,0,0,0,0
B00F57OWWK,2022,1,28,0,0,0,0,0,0
B09P13JMMD,2022,1,28,0,0,0,0,0,0
B01LMN4YB4,2022,1,28,0,0,0,0,0,0
B08PFGL5R4,2022,1,28,0,0,0,0,0,0
B08VRKD8L2,2022,1,28,0,0,0,0,0,0
B08KBBYTD7,2022,1,28,0,0,0,0,0,0
B08P6SJXDJ,2022,1,28,0,0,0,0,0,0
B000TC2V38,2022,1,28,0,0,0,0,0,0
B01NCYSSOW,2022,1,28,0,0,0,0,0,0
B082VKHR6Q,2022,1,28,0,0,0,0,0,0
B01ABM77DE,2022,1,28,0,0,0,0,0,0
B097C7S5RM,2022,1,28,0,0,0,0,0,0
B07DJ7G4DT,2022,1,28,73,16,6,2,3,4.5
B07RM9DR6C,2022,1,28,0,0,0,0,0,0
B07FM3BM1J,2022,1,28,83,9,5,1,2,4.7
B08RK43V7P,2022,1,28,0,0,0,0,0,0
B001E96MPS,2022,1,28,0,0,0,0,0,0
B006TZAZW8,2022,1,28,0,0,0,0,0,0
B078XY4L7M,2022,1,28,0,0,0,0,0,0
B07WP6ZR6H,2022,1,28,0,0,0,0,0,0
B00CS742VG,2022,1,28,0,0,0,0,0,0
B07G2QBZ53,2022,1,28,0,0,0,0,0,0
B002WN2Y8O,2022,1,28,0,0,0,0,0,0
B08D9NK2TL,2022,1,28,0,0,0,0,0,0
B00NNOWEXG,2022,1,28,0,0,0,0,0,0
B002K8W1UC,2022,1,28,73,13,8,4,3,4.5
B08X5ZHNKY,2022,1,28,0,0,0,0,0,0
B000ULR3TK,2022,1,28,0,0,0,0,0,0
B091H4YMKK,2022,1,28,0,0,0,0,0,0
B085CLVJMT,2022,1,28,0,0,0,0,0,0
B00D2W21Y6,2022,1,28,0,0,0,0,0,0
B013PU5HD6,2022,1,28,0,0,0,0,0,0
B06XZZWTL6,2022,1,28,82,9,5,2,3,4.6
B07TMQBP2X,2022,1,28,0,0,0,0,0,0
B004DBVQ14,2022,1,28,0,0,0,0,0,0
B0831KDC5K,2022,1,28,0,0,0,0,0,0
B0135I308M,2022,1,28,0,0,0,0,0,0
B0846G298P,2022,1,28,0,0,0,0,0,0
B082QC2MCX,2022,1,28,74,13,8,3,2,4.5
B07VYC6156,2022,1,28,0,0,0,0,0,0
B01ABM8828,2022,1,28,89,5,2,2,2,4.8
B01KLYF8ZQ,2022,1,28,0,0,0,0,0,0
B09BP297TJ,2022,1,28,0,0,0,0,0,0
B01N10N0ZB,2022,1,28,80,8,6,2,3,4.6
B00JGQIV4G,2022,1,28,0,0,0,0,0,0
B079SN9H8F,2022,1,28,0,0,0,0,0,0
4967318290,2022,1,28,0,0,0,0,0,0
B07NQP2RD1,2022,1,28,0,0,0,0,0,0
B082YVMH2N,2022,1,28,0,0,0,0,0,0
B078XXPH3S,2022,1,28,86,7,4,1,1,4.8
B09B14BJ4L,2022,1,28,0,0,0,0,0,0
B09425Z232,2022,1,28,0,0,0,0,0,0
B07Y7WS5K8,2022,1,28,0,0,0,0,0,0
B00J2APS2Y,2022,1,28,0,0,0,0,0,0
B08Q27DTBP,2022,1,28,0,0,0,0,0,0
B07HND6YC1,2022,1,28,0,0,0,0,0,0
B00LMQ38RS,2022,1,28,0,0,0,0,0,0
B089FBPMC6,2022,1,28,0,0,0,0,0,0
B002L6R2MK,2022,1,28,0,0,0,0,0,0
B095Y7JG32,2022,1,28,0,0,0,0,0,0
B08HDKHJK5,2022,1,28,0,0,0,0,0,0
B083QNQQP9,2022,1,28,0,0,0,0,0,0
B08QYF6698,2022,1,28,72,15,7,3,3,4.5
B0777KRYCH,2022,1,28,0,0,0,0,0,0
B089FJBN4Z,2022,1,28,0,0,0,0,0,0
B004BJ5CAO,2022,1,28,0,0,0,0,0,0
B00IOWYHJ6,2022,1,28,0,0,0,0,0,0
B00N6YEI6O,2022,1,28,0,0,0,0,0,0
B09FM3V16C,2022,1,28,0,0,0,0,0,0
B08J489QBS,2022,1,28,0,0,0,0,0,0
B08RDQBTVD,2022,1,28,0,0,0,0,0,0
B09167GXBB,2022,1,28,0,0,0,0,0,0
B082YQ521J,2022,1,28,0,0,0,0,0,0
B009WI26RQ,2022,1,28,0,0,0,0,0,0
B00YFQ1JH8,2022,1,28,0,0,0,0,0,0
B0946PB9PB,2022,1,28,63,15,10,6,7,4.2
B075XG1WDB,2022,1,28,0,0,0,0,0,0
B001LFER98,2022,1,28,0,0,0,0,0,0
B08SWHKGMF,2022,1,28,0,0,0,0,0,0
B07GNJH9ZQ,2022,1,28,88,8,2,2,1,4.8
B07KP46J7J,2022,1,28,0,0,0,0,0,0
B08TJP3Y6K,2022,1,28,0,0,0,0,0,0
B09KWNWWNF,2022,1,28,0,0,0,0,0,0
B09F8RD8H2,2022,1,28,52,7,11,11,20,3.6
B08GG25RNF,2022,1,28,0,0,0,0,0,0
B078VNH5MR,2022,1,28,0,0,0,0,0,0
B000PKK11I,2022,1,28,77,6,7,4,6,4.4
B01GC6UXBQ,2022,1,28,0,0,0,0,0,0
B099PPSW7K,2022,1,28,0,0,0,0,0,0
B07B4R4SDF,2022,1,28,0,0,0,0,0,0
B073WZKFB8,2022,1,28,0,0,0,0,0,0
B08S78HB96,2022,1,28,0,0,0,0,0,0
B088LMGYFD,2022,1,28,0,0,0,0,0,0
B08GYZYNM8,2022,1,28,0,0,0,0,0,0
B06XDZ1N9F,2022,1,28,0,0,0,0,0,0
B08S3K3R1Q,2022,1,28,0,0,0,0,0,0
B095YH77P6,2022,1,28,0,0,0,0,0,0
B00178I6O6,2022,1,28,0,0,0,0,0,0
B07XVTVT4S,2022,1,28,0,0,0,0,0,0
B09KTMCMNY,2022,1,28,0,0,0,0,0,0
B0936ZJ8CT,2022,1,28,0,0,0,0,0,0
B00IAKBG82,2022,1,28,0,0,0,0,0,0
B07H446RSV,2022,1,28,0,0,0,0,0,0
B002H96420,2022,1,28,0,0,0,0,0,0
B07NCNL3ZW,2022,1,28,0,0,0,0,0,0
B07R8TJ7WV,2022,1,28,0,0,0,0,0,0
B001P2IIZG,2022,1,28,0,0,0,0,0,0
B007ZUGCL4,2022,1,28,0,0,0,0,0,0
B0936ZJ8CT,2022,1,28,0,0,0,0,0,0
B01N5G2TYO,2022,1,28,0,0,0,0,0,0
B01GEWSZ8G,2022,1,28,58,14,11,10,7,4.1
B01BOM2ZWS,2022,1,28,0,0,0,0,0,0
B07PVMFF8J,2022,1,28,0,0,0,0,0,0
B09KX54Q13,2022,1,28,81,10,4,0,5,4.6
B08VJ783GV,2022,1,28,0,0,0,0,0,0
B00VDKZDS0,2022,1,28,0,0,0,0,0,0
B0121T4HTC,2022,1,28,0,0,0,0,0,0
B01M4K32OR,2022,1,28,0,0,0,0,0,0
B014N4Q02A,2022,1,28,0,0,0,0,0,0
B08QYYR838,2022,1,28,0,0,0,0,0,0
B08THJJW6M,2022,1,28,0,0,0,0,0,0
B095VR949F,2022,1,28,0,0,0,0,0,0
B09KX8MQHD,2022,1,28,0,0,0,0,0,0
B087RPYL7W,2022,1,28,0,0,0,0,0,0
B07P38F57X,2022,1,28,0,0,0,0,0,0
B09JL2F2YF,2022,1,28,0,0,0,0,0,0
B07ZR123ZP,2022,1,28,62,15,11,4,7,4.2
B001QX72V0,2022,1,28,0,0,0,0,0,0
B002RL8IU4,2022,1,28,0,0,0,0,0,0
B01LTHKXMM,2022,1,28,0,0,0,0,0,0
B08JQ1TJ75,2022,1,28,0,0,0,0,0,0
B0861N2NCM,2022,1,28,66,15,9,3,6,4.3
B096FMWWQ2,2022,1,28,0,0,0,0,0,0
B07VC8HBPC,2022,1,28,57,15,13,7,9,4
B00OW9NDKE,2022,1,28,0,0,0,0,0,0
B07WVJ37ML,2022,1,28,0,0,0,0,0,0
B07Z9WVGKB,2022,1,28,0,0,0,0,0,0
B08QVZZYZZ,2022,1,28,0,0,0,0,0,0
B003KW1978,2022,1,28,85,8,4,0,4,4.7
B07DJF37YZ,2022,1,28,0,0,0,0,0,0
B000PI99TA,2022,1,28,0,0,0,0,0,0
B07HNC618F,2022,1,28,0,0,0,0,0,0
B08WBMCQHF,2022,1,28,0,0,0,0,0,0
B082YPZMT9,2022,1,28,0,0,0,0,0,0
B00YOAKOT4,2022,1,28,71,13,0,11,5,4.4
B01AXVQS0G,2022,1,28,0,0,0,0,0,0
B01MTZ0S42,2022,1,28,0,0,0,0,0,0
B00PFCT5NG,2022,1,28,0,0,0,0,0,0
B00P00BY28,2022,1,28,0,0,0,0,0,0
B08MJ5BR7D,2022,1,28,0,0,0,0,0,0
B07ZR3CJYX,2022,1,28,0,0,0,0,0,0
B005CN4B7S,2022,1,28,0,0,0,0,0,0
B00J2AWBWY,2022,1,28,77,10,6,2,4,4.6
B07R7V7XLN,2022,1,28,61,15,11,5,8,4.2
B07P7KHZJL,2022,1,28,0,0,0,0,0,0
B07Z9WJD6C,2022,1,28,0,0,0,0,0,0
B08V1GC2MP,2022,1,28,0,0,0,0,0,0
B08H49XLQM,2022,1,28,0,0,0,0,0,0
B085TFH248,2022,1,28,54,16,14,6,10,4
B07BMY1FK7,2022,1,28,0,0,0,0,0,0
B07PGQDWMT,2022,1,28,0,0,0,0,0,0
B07GNJR4C8,2022,1,28,0,0,0,0,0,0
B006VRSF4Y,2022,1,28,0,0,0,0,0,0
B0046753LO,2022,1,28,0,0,0,0,0,0
B07YRFJQ3N,2022,1,28,0,0,0,0,0,0
B07KCDPX88,2022,1,28,0,0,0,0,0,0
B07P9G959X,2022,1,28,0,0,0,0,0,0
B000ALY3PW,2022,1,28,0,0,0,0,0,0
B095M11PV8,2022,1,28,0,0,0,0,0,0
B01GKH6FTQ,2022,1,28,0,0,0,0,0,0
B09KK6WLGP,2022,1,28,0,0,0,0,0,0
B08JBY5WKZ,2022,1,28,0,0,0,0,0,0
B09JS5WM4Y,2022,1,28,0,0,0,0,0,0
B08N86XSLX,2022,1,28,0,0,0,0,0,0
B0046753LO,2022,1,28,75,12,6,2,4,4.5
B00AS0CDDY,2022,1,28,0,0,0,0,0,0
B07YRFJQ3N,2022,1,28,0,0,0,0,0,0
B07KCDPX88,2022,1,28,0,0,0,0,0,0
B07P9G959X,2022,1,28,0,0,0,0,0,0
B09MVHDQRG,2022,1,28,0,0,0,0,0,0
B000ALY3PW,2022,1,28,0,0,0,0,0,0
B01EZ8M6TA,2022,1,28,0,0,0,0,0,0
B09JS9XBB4,2022,1,28,0,0,0,0,0,0
B072B9L2DV,2022,1,28,0,0,0,0,0,0
B09DCR4GWH,2022,1,28,0,0,0,0,0,0
B09LM8K82W,2022,1,28,0,0,0,0,0,0
B07WTVR7CK,2022,1,28,0,0,0,0,0,0
B07BLZHRQB,2022,1,28,0,0,0,0,0,0
B09LV3LMZP,2022,1,28,0,0,0,0,0,0
B07QYQGMZJ,2022,1,28,0,0,0,0,0,0
B01FSJV44S,2022,1,28,0,0,0,0,0,0
B08T8DVMSF,2022,1,28,0,0,0,0,0,0
B08YP589T5,2022,1,28,63,15,11,4,6,4.3
B08XY6R7B5,2022,1,28,0,0,0,0,0,0
B0047X594I,2022,1,28,0,0,0,0,0,0
B004BCZ5H6,2022,1,28,0,0,0,0,0,0
B01N1ZJIN8,2022,1,28,0,0,0,0,0,0
B09BLVPMQD,2022,1,28,0,0,0,0,0,0
B07HND5TZD,2022,1,28,0,0,0,0,0,0
B08WBKGBMS,2022,1,28,0,0,0,0,0,0
B09KX4939D,2022,1,28,0,0,0,0,0,0
B09BLJTHJH,2022,1,28,0,0,0,0,0,0
B08ZHVWG6M,2022,1,28,0,0,0,0,0,0
B07PVB7BPB,2022,1,28,64,15,10,6,6,4.3
B08LNZWX14,2022,1,28,0,0,0,0,0,0
B0974P1XL8,2022,1,28,0,0,0,0,0,0
B07GXD9ZG7,2022,1,28,0,0,0,0,0,0
B01LFQ93F0,2022,1,28,65,19,15,0,0,4.5
B08YFD3WSG,2022,1,28,0,0,0,0,0,0
B09HL7XK4V,2022,1,28,0,0,0,0,0,0
B07P1D4VXK,2022,1,28,0,0,0,0,0,0
B07GNHTLV7,2022,1,28,0,0,0,0,0,0
B0013C9L90,2022,1,28,0,0,0,0,0,0
B095KB7G16,2022,1,28,0,0,0,0,0,0
B08HWKGF5K,2022,1,28,0,0,0,0,0,0
B076X4LSLX,2022,1,28,0,0,0,0,0,0
B09H283CXX,2022,1,28,0,0,0,0,0,0
B09JST5H7F,2022,1,28,0,0,0,0,0,0
B08GHD7MWP,2022,1,28,0,0,0,0,0,0
B09LLZQYCR,2022,1,28,0,0,0,0,0,0
B07C74Q9J6,2022,1,28,0,0,0,0,0,0
B08NVC5WFS,2022,1,28,54,14,14,6,12,3.9
B091669D7S,2022,1,28,0,0,0,0,0,0
B07H56HGZL,2022,1,28,0,0,0,0,0,0
B0006LNKK0,2022,1,28,0,0,0,0,0,0
B08VJ852F3,2022,1,28,0,0,0,0,0,0
B09N9YTK31,2022,1,28,0,0,0,0,0,0
B08ZWHHWFW,2022,1,28,71,29,0,0,0,4.7
B08GZ1FK71,2022,1,28,0,0,0,0,0,0
B08JP7S1KM,2022,1,28,0,0,0,0,0,0
B09BC3XPWG,2022,1,28,0,0,0,0,0,0
B08R3JLVXN,2022,1,28,0,0,0,0,0,0
B071LHYVDF,2022,1,28,0,0,0,0,0,0
B000KE5OBG,2022,1,28,0,0,0,0,0,0
B09QMSZRPS,2022,1,28,0,0,0,0,0,0
B01A62BAX2,2022,1,28,0,0,0,0,0,0
B0032RMX3U,2022,1,28,87,7,3,1,1,4.8
B01IAECEF6,2022,1,28,0,0,0,0,0,0
B01LXFCBIE,2022,1,28,0,0,0,0,0,0
B096FMRGZD,2022,1,28,0,0,0,0,0,0
B099BM7MVS,2022,1,28,100,0,0,0,0,5
B003VIWF4C,2022,1,28,65,22,13,0,0,4.5
B011XF0YQ0,2022,1,28,0,0,0,0,0,0
B002EZJ5E6,2022,1,28,66,13,15,3,3,4.4
B00175XZR2,2022,1,28,0,0,0,0,0,0
B00M68O8BQ,2022,1,28,0,0,0,0,0,0
B07YJC658X,2022,1,28,0,0,0,0,0,0
B00570GWCI,2022,1,28,0,0,0,0,0,0
B00LMPYYPO,2022,1,28,0,0,0,0,0,0
B09FL6XRZ4,2022,1,28,0,0,0,0,0,0
B000H73MJW,2022,1,28,82,7,8,0,3,4.7
B00ADRH0O4,2022,1,28,0,0,0,0,0,0
B07XT1BNVH,2022,1,28,0,0,0,0,0,0
B08SBWZKYT,2022,1,28,0,0,0,0,0,0
B07GSDDRVX,2022,1,28,0,0,0,0,0,0
B08WBMF3DF,2022,1,28,0,0,0,0,0,0
B09KX9JV2V,2022,1,28,0,0,0,0,0,0
B07HN7NSZ7,2022,1,28,0,0,0,0,0,0
B08MWH13BJ,2022,1,28,0,0,0,0,0,0
B00G9F8GOM,2022,1,28,0,0,0,0,0,0
B07GNMX16V,2022,1,28,0,0,0,0,0,0
B08Y72W3SH,2022,1,28,0,0,0,0,0,0
B01BAOEW62,2022,1,28,0,0,0,0,0,0
B009W29VNY,2022,1,28,0,0,0,0,0,0
B09M3R95N8,2022,1,28,0,0,0,0,0,0
B01AKZO9E2,2022,1,28,72,13,10,0,6,4.4
B08THDC6XD,2022,1,28,0,0,0,0,0,0
B08TLYVD1R,2022,1,28,59,14,9,7,11,4
B009VGN7TA,2022,1,28,0,0,0,0,0,0
B0006LNKKK,2022,1,28,0,0,0,0,0,0
B0006LNKFK,2022,1,28,0,0,0,0,0,0
B07RYB43RM,2022,1,28,0,0,0,0,0,0
B07GNHV1WT,2022,1,28,0,0,0,0,0,0
B09NFK81SS,2022,1,28,0,0,0,0,0,0
B09JDWX3JQ,2022,1,28,0,0,0,0,0,0
B09CKVSQQ6,2022,1,28,0,0,0,0,0,0
B07S1XVHHS,2022,1,28,0,0,0,0,0,0
B014VZUK86,2022,1,28,0,0,0,0,0,0
B007WHYTBU,2022,1,28,0,0,0,0,0,0
B08KXNM9J8,2022,1,28,0,0,0,0,0,0
B08LSTV4ZR,2022,1,28,0,0,0,0,0,0
B07XTT6QHP,2022,1,28,70,14,7,5,4,4.4
B08VJ7Z2FH,2022,1,28,0,0,0,0,0,0
B09LMKTM56,2022,1,28,0,0,0,0,0,0
B09N9YDDQY,2022,1,28,0,0,0,0,0,0
B09G6YFG82,2022,1,28,0,0,0,0,0,0
B07TQ8WD85,2022,1,28,0,0,0,0,0,0
B098PBY9JJ,2022,1,28,0,0,0,0,0,0
B001F7D248,2022,1,28,0,0,0,0,0,0
B08P2KV42Z,2022,1,28,0,0,0,0,0,0
B08B5Q8L5K,2022,1,28,0,0,0,0,0,0
B00178HDPO,2022,1,28,0,0,0,0,0,0
B09MSXMMSM,2022,1,28,0,0,0,0,0,0
B08599P96Y,2022,1,28,0,0,0,0,0,0
B01MUC8TG6,2022,1,28,0,0,0,0,0,0
B09KV75GVZ,2022,1,28,0,0,0,0,0,0
B000V6J9G4,2022,1,28,0,0,0,0,0,0
B09K355JXZ,2022,1,28,0,0,0,0,0,0
B08LTZFWWW,2022,1,28,0,0,0,0,0,0
B007WN4ZT0,2022,1,28,80,4,9,2,6,4.5
B08QV3F737,2022,1,28,84,6,9,0,0,4.7
B071CWB3CL,2022,1,28,0,0,0,0,0,0
B08L8ZFFKJ,2022,1,28,0,0,0,0,0,0
B00P1IYUFM,2022,1,28,0,0,0,0,0,0
B07GNJ6YNY,2022,1,28,0,0,0,0,0,0
B01JMYRA8E,2022,1,28,0,0,0,0,0,0
B09H63P8B6,2022,1,28,0,0,0,0,0,0
B08XY5YXVQ,2022,1,28,0,0,0,0,0,0
B01MRHW7V7,2022,1,28,0,0,0,0,0,0
B0006LNIH0,2022,1,28,0,0,0,0,0,0
B00TQUJUVA,2022,1,28,0,0,0,0,0,0
B08TMMSJK5,2022,1,28,51,23,11,7,8,4
B00LMQ38RI,2022,1,28,0,0,0,0,0,0
B09KWZC8VS,2022,1,28,0,0,0,0,0,0
B07HN5ZTLX,2022,1,28,78,10,6,2,4,4.6
B09C8J6L29,2022,1,28,64,0,0,0,36,3.6
B0164SU8JO,2022,1,28,0,0,0,0,0,0
B074XG4KGF,2022,1,28,0,0,0,0,0,0
B00178RI0Y,2022,1,28,0,0,0,0,0,0
B07GH5TRXC,2022,1,28,0,0,0,0,0,0
B09P7YXR1G,2022,1,28,0,0,0,0,0,0
B09LML51XM,2022,1,28,0,0,0,0,0,0
B07ZHNW3J1,2022,1,28,0,0,0,0,0,0
B01N2BCFHV,2022,1,28,0,0,0,0,0,0
B084W2RCLG,2022,1,28,0,0,0,0,0,0
B07MJHLLG1,2022,1,28,0,0,0,0,0,0
B01GR3M740,2022,1,28,0,0,0,0,0,0
B091YKQBT8,2022,1,28,0,0,0,0,0,0
B08W1XVW2P,2022,1,28,0,0,0,0,0,0
B07K5FTG8W,2022,1,28,0,0,0,0,0,0
B09HMPYVZZ,2022,1,28,0,0,0,0,0,0
B07GTFS92H,2022,1,28,80,9,5,2,4,4.6
B07GNCWMZF,2022,1,28,0,0,0,0,0,0
B0018HNDXA,2022,1,28,0,0,0,0,0,0
B0894BB687,2022,1,28,0,0,0,0,0,0
B09FF8VVWT,2022,1,28,0,0,0,0,0,0
B07MTNCG6H,2022,1,28,0,0,0,0,0,0
B09FKJPSKL,2022,1,28,59,24,5,8,5,4.2
B07HS2KSJ2,2022,1,28,0,0,0,0,0,0
B08VJ7L1RZ,2022,1,28,0,0,0,0,0,0
B09G9GSY9Q,2022,1,28,0,0,0,0,0,0
B01N34SBQS,2022,1,28,0,0,0,0,0,0
B083643D8X,2022,1,28,73,15,4,2,6,4.5
B07F245PS1,2022,1,28,0,0,0,0,0,0
B074JT3698,2022,1,28,71,16,5,2,5,4.5
B07Q5R22DV,2022,1,28,0,0,0,0,0,0
B07VCHVTCM,2022,1,28,0,0,0,0,0,0
B097SJ88XL,2022,1,28,0,0,0,0,0,0
B07VXNH138,2022,1,28,62,19,10,4,6,4.3
B083V6K8RH,2022,1,28,0,0,0,0,0,0
B08TT1RRGP,2022,1,28,0,0,0,0,0,0
B0811Q28N6,2022,1,28,0,0,0,0,0,0
B09FFCXK6R,2022,1,28,0,0,0,0,0,0
B07M8P8Q2Y,2022,1,28,46,16,10,6,21,3.6
B098WVKF19,2022,1,28,72,14,6,3,5,4.5
B08QYY3JBZ,2022,1,28,54,16,11,7,11,4
