ASIN,YEAR,MONTH,DAY,STAR_5,STAR_4,STAR_3,STAR_2,STAR_1,STAR_AVG
B0931YZ82P,2022,1,28,0,0,0,0,0,0
B09D3GN2P1,2022,1,28,0,0,0,0,0,0
B09FFCXK6R,2022,1,28,0,0,0,0,0,0
B086ML686Q,2022,1,28,0,0,0,0,0,0
B09KTCTK7F,2022,1,28,0,0,0,0,0,0
B07ZT78BYP,2022,1,28,0,0,0,0,0,0
B099S1268V,2022,1,28,0,0,0,0,0,0
B09P2SF34G,2022,1,28,0,0,0,0,0,0
B08LTWG5LG,2022,1,28,60,18,10,4,8,4.2
B0742J69SQ,2022,1,28,72,14,5,2,7,4.4
B07PSDXMNV,2022,1,28,0,0,0,0,0,0
B083SLMBZM,2022,1,28,60,18,10,4,8,4.2
B08DNLHGWR,2022,1,28,0,0,0,0,0,0
B07SZNL2WT,2022,1,28,0,0,0,0,0,0
B08LZJ8GMH,2022,1,28,0,0,0,0,0,0
B07QDYZM75,2022,1,28,0,0,0,0,0,0
B07XB78LTH,2022,1,28,0,0,0,0,0,0
B09CDL23RD,2022,1,28,0,0,0,0,0,0
B09BQMTY49,2022,1,28,0,0,0,0,0,0
B09FJRP89C,2022,1,28,0,0,0,0,0,0
B09DY8Y8KS,2022,1,28,0,0,0,0,0,0
B08H5MHJ2K,2022,1,28,0,0,0,0,0,0
B08CXWDBTY,2022,1,28,0,0,0,0,0,0
B09HTQCZM4,2022,1,28,0,0,0,0,0,0
B08N1KMSZ7,2022,1,28,0,0,0,0,0,0
B091PRCJ5Y,2022,1,28,0,0,0,0,0,0
B09H6D3CS5,2022,1,28,0,0,0,0,0,0
B09N3RS6N4,2022,1,28,0,0,0,0,0,0
B098WVKF19,2022,1,28,0,0,0,0,0,0
B09LLYHZJQ,2022,1,28,83,0,0,17,0,4.5
B09LLLF8PG,2022,1,28,0,0,0,0,0,0
B084T9Y6JG,2022,1,28,0,0,0,0,0,0
B09C5MLDMS,2022,1,28,0,0,0,0,0,0
B07R638L8N,2022,1,28,0,0,0,0,0,0
B09DG8BL6R,2022,1,28,0,0,0,0,0,0
B01EX8ATKK,2022,1,28,0,0,0,0,0,0
B099WP97RW,2022,1,28,0,0,0,0,0,0
B07J34ZVRT,2022,1,28,0,0,0,0,0,0
B09BQMTY49,2022,1,28,0,0,0,0,0,0
B09M8C7QBG,2022,1,28,93,7,0,0,0,4.9
B09H6D3CS5,2022,1,28,0,0,0,0,0,0
B08DRLY2R1,2022,1,28,0,0,0,0,0,0
B09CDL23RD,2022,1,28,0,0,0,0,0,0
B09GFT3D9Q,2022,1,28,0,0,0,0,0,0
B00X528FNE,2022,1,28,0,0,0,0,0,0
B09JMP3TR1,2022,1,28,0,0,0,0,0,0
B08FXBB9VJ,2022,1,28,0,0,0,0,0,0
B07FQM3V3J,2022,1,28,0,0,0,0,0,0
B07FTB8HGQ,2022,1,28,0,0,0,0,0,0
B09KTCTK7F,2022,1,28,0,0,0,0,0,0
B08QCBPJF2,2022,1,28,0,0,0,0,0,0
B09BZ9R416,2022,1,28,0,0,0,0,0,0
B09NNLXTSL,2022,1,28,0,0,0,0,0,0
B07H4B75YL,2022,1,28,0,0,0,0,0,0
B08DM16FC4,2022,1,28,0,0,0,0,0,0
B08L9C1XC3,2022,1,28,0,0,0,0,0,0
B09FLR6ZBV,2022,1,28,0,0,0,0,0,0
B07RLPWZX3,2022,1,28,0,0,0,0,0,0
B094YDVV7L,2022,1,28,63,24,4,4,5,4.4
B08L9F7HNJ,2022,1,28,0,0,0,0,0,0
B07DVF9LKG,2022,1,28,0,0,0,0,0,0
B09NLLH6JT,2022,1,28,0,0,0,0,0,0
B09HKQR7J1,2022,1,28,0,0,0,0,0,0
B07PFSXZ2W,2022,1,28,0,0,0,0,0,0
B08XLSRP3D,2022,1,28,0,0,0,0,0,0
B09CYT2KPX,2022,1,28,0,0,0,0,0,0
B07SRQH4R7,2022,1,28,0,0,0,0,0,0
B099NKZMNM,2022,1,28,0,0,0,0,0,0
B01N34SBQS,2022,1,28,0,0,0,0,0,0
B09L4WG13X,2022,1,28,0,0,0,0,0,0
B07M985G6S,2022,1,28,0,0,0,0,0,0
B08CXWDBTY,2022,1,28,0,0,0,0,0,0
B097T1MR3D,2022,1,28,0,0,0,0,0,0
B09R94FG65,2022,1,28,0,0,0,0,0,0
B09NPQ54FT,2022,1,28,0,0,0,0,0,0
B07ZPGSKLS,2022,1,28,0,0,0,0,0,0
B08JLXB45K,2022,1,28,68,16,7,2,7,4.4
B0919C2VMW,2022,1,28,0,0,0,0,0,0
B09B9VKLJM,2022,1,28,0,0,0,0,0,0
B08GM2X9GG,2022,1,28,67,18,4,3,9,4.3
B09GTZR2WB,2022,1,28,0,0,0,0,0,0
B08TBNFG66,2022,1,28,0,0,0,0,0,0
B088B6372Z,2022,1,28,0,0,0,0,0,0
B09LQS82ZY,2022,1,28,0,0,0,0,0,0
B09RF7SZRP,2022,1,28,0,0,0,0,0,0
B08QCM7FL1,2022,1,28,62,16,7,4,12,4.1
B084T8QHNX,2022,1,28,0,0,0,0,0,0
B093WRYKZV,2022,1,28,52,22,9,4,13,4
B09DCTN5ZS,2022,1,28,85,7,0,0,8,4.6
B0757K2TJP,2022,1,28,0,0,0,0,0,0
B09FSK4FWJ,2022,1,28,0,0,0,0,0,0
B08M9JD55C,2022,1,28,65,17,7,3,8,4.3
B09B7957DH,2022,1,28,0,0,0,0,0,0
B09HZXJ66Z,2022,1,28,0,0,0,0,0,0
B09RF11B84,2022,1,28,0,0,0,0,0,0
B07CJMJS3L,2022,2,10,78,10,8,2,2,4.6,2022-02-10 16:14:55.748344
B000W5K1E8,2022,2,10,83,10,4,2,2,4.7,2022-02-10 16:15:08.837049
B00WDR9SZQ,2022,2,10,76,12,6,3,4,4.5,2022-02-10 16:15:20.062247
B00OO0J9UY,2022,2,10,78,13,5,2,2,4.6,2022-02-10 16:15:32.805009
B000MD65FO,2022,2,10,84,10,3,1,2,4.7,2022-02-10 16:15:43.806282
B07D37PQGL,2022,2,10,85,8,3,1,2,4.7,2022-02-10 16:15:55.487133
B003JKDNQQ,2022,2,10,82,10,4,1,2,4.7,2022-02-10 16:16:07.406137
B07525QJC8,2022,2,10,78,13,5,2,2,4.6,2022-02-10 16:16:22.882407
B0087PWY86,2022,2,10,80,13,4,1,1,4.7,2022-02-10 16:16:33.668437
B00ILBUEVK,2022,2,10,85,9,3,1,2,4.8,2022-02-10 16:16:46.282783
B088ZZYMK2,2022,2,10,85,8,3,1,2,4.7,2022-02-10 16:17:00.072991
B08LHXJTDW,2022,2,10,85,9,3,1,2,4.7,2022-02-10 16:17:10.695477
B08BTNS4K8,2022,2,10,81,12,5,1,1,4.7,2022-02-10 16:17:21.352652
B07F38LXDM,2022,2,10,88,9,2,0,1,4.8,2022-02-10 16:17:32.320709
B01LZG17UO,2022,2,10,83,11,4,1,1,4.7,2022-02-10 16:17:44.417579
B07BVKK11Q,2022,2,10,74,15,7,2,2,4.6,2022-02-10 16:18:00.130145
B07GQM62WM,2022,2,10,54,20,12,5,9,4.1,2022-02-10 16:18:10.988317
B08833JPSD,2022,2,10,76,14,6,2,2,4.6,2022-02-10 16:18:22.977472
B00ALV8EL0,2022,2,10,74,13,6,3,4,4.5,2022-02-10 16:18:33.748967
B000W5K1E8,2022,2,10,83,10,4,2,2,4.7,2022-02-10 16:18:44.528981
B086S4Q7JH,2022,2,10,83,10,4,1,2,4.7,2022-02-10 16:18:54.520845
B07NQ69L7P,2022,2,10,80,12,5,2,2,4.7,2022-02-10 16:19:07.525238
B07F39WZQP,2022,2,10,84,11,4,1,1,4.8,2022-02-10 16:19:18.136172
B008J2GP9G,2022,2,10,78,12,5,2,3,4.6,2022-02-10 16:19:29.436181
B000TGC8D2,2022,2,10,72,15,8,3,3,4.5,2022-02-10 16:19:40.532167
B0891BG2PY,2022,2,10,83,9,3,2,3,4.7,2022-02-10 16:19:53.139609
B002KG28PW,2022,2,10,81,11,4,1,2,4.7,2022-02-10 16:20:07.514245
B0007X749U,2022,2,10,84,9,4,1,2,4.7,2022-02-10 16:20:19.795690
B00AINMFAC,2022,2,10,76,14,7,2,2,4.6,2022-02-10 16:20:33.042608
B01M2DNKV7,2022,2,10,83,11,4,1,1,4.7,2022-02-10 16:20:45.336284
B06Y2DT2GJ,2022,2,10,74,14,6,2,3,4.5,2022-02-10 16:20:57.601858
B0009I4MKW,2022,2,10,80,11,4,2,3,4.6,2022-02-10 16:21:08.003166
B00FH692PQ,2022,2,10,64,18,9,3,5,4.3,2022-02-10 16:21:20.055065
B079RJ4Y7B,2022,2,10,74,13,6,3,4,4.5,2022-02-10 16:21:31.117420
B013J1C9SM,2022,2,10,73,14,7,2,4,4.5,2022-02-10 16:21:41.368166
B00ZPQ129C,2022,2,10,82,8,4,2,5,4.6,2022-02-10 16:21:50.173010
B074VLGVJ3,2022,2,10,80,12,5,1,2,4.7,2022-02-10 16:22:01.671309
B07HRNLW6V,2022,2,10,58,14,12,6,10,4,2022-02-10 16:22:12.512900
B00UK4VBC2,2022,2,10,80,11,4,2,3,4.6,2022-02-10 16:22:23.361706
B078H4HXSM,2022,2,10,83,8,5,2,2,4.7,2022-02-10 16:22:33.082528
B0098QPV3I,2022,2,10,81,9,4,2,4,4.6,2022-02-10 16:22:42.836882
B07BNQVWJW,2022,2,10,84,9,4,1,2,4.7,2022-02-10 16:22:55.980824
B07XLVHG1F,2022,2,10,83,8,4,1,4,4.6,2022-02-10 16:23:05.985800
B002N5MI8C,2022,2,10,75,13,6,3,3,4.5,2022-02-10 16:23:15.207875
B002WTC3C0,2022,2,10,82,10,4,1,3,4.7,2022-02-10 16:23:28.020372
B08BTMXSG6,2022,2,10,81,12,5,1,1,4.7,2022-02-10 16:23:38.813107
B078K4PKKR,2022,2,10,72,14,7,3,4,4.5,2022-02-10 16:23:50.578835
B00OKME7S0,2022,2,10,81,11,4,1,3,4.7,2022-02-10 16:23:58.941272
B00L00E2NU,2022,2,10,84,10,4,1,2,4.7,2022-02-10 16:24:10.095617
B094KVYZSC,2022,2,10,69,13,9,5,3,4.4,2022-02-10 16:24:21.031750
B001P1ZEJK,2022,2,10,79,14,5,2,1,4.7,2022-02-10 16:24:30.233080
B0009I4MKW,2022,2,10,80,11,4,2,3,4.6,2022-02-10 16:24:40.520534
B07CJ61W74,2022,2,10,84,8,5,2,2,4.7,2022-02-10 16:24:52.142596
B01INE0KAY,2022,2,10,83,11,4,1,1,4.7,2022-02-10 16:25:01.642827
B01ACFFY6C,2022,2,10,82,10,4,1,2,4.7,2022-02-10 16:25:14.893009
B00TYAGMP4,2022,2,10,71,14,8,3,4,4.4,2022-02-10 16:25:25.611431
B00BFW95F8,2022,2,10,86,8,3,1,2,4.8,2022-02-10 16:25:34.475428
B01M36CJSJ,2022,2,10,82,12,4,1,2,4.7,2022-02-10 16:25:44.752483
B07M6HP787,2022,2,10,75,14,6,2,3,4.5,2022-02-10 16:25:56.171534
B01LFQYXBO,2022,2,10,77,13,6,2,2,4.6,2022-02-10 16:26:08.161760
B09GV3RGW2,2022,2,10,83,11,4,1,1,4.7,2022-02-10 16:26:22.928190
B08LHX596H,2022,2,10,75,16,5,2,2,4.6,2022-02-10 16:26:32.481080
B07WPFYX44,2022,2,10,77,14,6,2,2,4.6,2022-02-10 16:26:44.644582
B09MRP4LZR,2022,2,10,68,0,16,0,16,4,2022-02-10 16:26:54.893867
B008OL3UYK,2022,2,10,65,15,9,4,7,4.3,2022-02-10 16:27:07.522960
B07HMVMTN6,2022,2,10,67,17,9,3,3,4.4,2022-02-10 16:27:19.810547
B00EHD9872,2022,2,10,82,10,4,2,2,4.7,2022-02-10 16:27:31.238395
B00PSAKQOC,2022,2,10,81,9,4,2,4,4.6,2022-02-10 16:27:41.486875
B005NOPU2G,2022,2,10,84,10,3,1,2,4.7,2022-02-10 16:27:53.392483
B000R8QVY4,2022,2,10,78,13,5,2,2,4.6,2022-02-10 16:28:03.761761
B0011DP24Y,2022,2,10,66,13,9,4,8,4.2,2022-02-10 16:28:15.623852
B0891843GD,2022,2,10,83,9,4,2,2,4.7,2022-02-10 16:28:28.555107
B07XGVX19G,2022,2,10,82,8,4,2,5,4.6,2022-02-10 16:28:40.530284
B000RK9XLA,2022,2,10,77,14,5,1,3,4.6,2022-02-10 16:28:50.923601
B00IK1CJZU,2022,2,10,85,9,3,1,2,4.7,2022-02-10 16:29:02.251148
B005DRXW9G,2022,2,10,81,9,4,2,4,4.6,2022-02-10 16:29:12.807312
B08SSCH7YR,2022,2,10,73,15,7,2,3,4.5,2022-02-10 16:29:24.304581
B081QK9539,2022,2,10,73,14,7,2,4,4.5,2022-02-10 16:29:37.626025
B091DB16R7,2022,2,10,79,8,5,3,5,4.5,2022-02-10 16:29:48.897951
B08QN72JCY,2022,2,10,66,17,10,3,4,4.4,2022-02-10 16:29:58.624899
B08BTG8NQC,2022,2,10,76,15,5,1,3,4.6,2022-02-10 16:30:08.715688
B00OKQ0F4Q,2022,2,10,81,9,5,2,3,4.6,2022-02-10 16:30:17.648823
B0752FXRQJ,2022,2,10,73,14,7,3,3,4.5,2022-02-10 16:30:31.333509
B084LJ5XJ3,2022,2,10,82,12,4,1,2,4.7,2022-02-10 16:30:40.753236
B00FA3QLUA,2022,2,10,73,12,7,3,5,4.5,2022-02-10 16:30:50.841383
B01INE0P6I,2022,2,10,80,13,4,1,1,4.7,2022-02-10 16:31:01.340693
B07HMJTH7G,2022,2,10,74,15,7,2,2,4.5,2022-02-10 16:31:13.015158
B07WPFYX44,2022,2,10,77,14,6,2,2,4.6,2022-02-10 16:31:25.970825
B00C5AHTAC,2022,2,10,73,13,7,3,4,4.5,2022-02-10 16:31:38.402894
B000GI3U4Y,2022,2,10,88,5,4,1,3,4.7,2022-02-10 16:31:47.982705
B07XGVX195,2022,2,10,74,9,6,3,7,4.4,2022-02-10 16:32:00.704310
B00ILBUEVK,2022,2,10,85,9,3,1,2,4.8,2022-02-10 16:32:13.111787
B000F4GIP2,2022,2,10,84,10,3,1,2,4.7,2022-02-10 16:32:25.085101
B09GTZT7Q4,2022,2,10,73,14,6,2,6,4.5,2022-02-10 16:32:35.522242
B01CSKTVPO,2022,2,10,81,13,4,1,1,4.7,2022-02-10 16:32:46.190680
B00OOVKJW0,2022,2,10,69,14,9,3,5,4.4,2022-02-10 16:32:55.943801
B08SSCH7YR,2022,2,10,73,15,7,2,3,4.5,2022-02-10 16:33:07.198034
B07QC43BXB,2022,2,10,73,15,7,2,3,4.5,2022-02-10 16:33:21.027378
B08D7J83PZ,2022,2,10,77,12,6,2,3,4.6,2022-02-10 16:33:35.155344
B07RN3PHKJ,2022,2,10,82,10,5,1,3,4.7,2022-02-10 16:33:48.265939
B00BGVM95Q,2022,2,10,78,13,4,2,3,4.6,2022-02-10 16:33:59.571903
B01M0OX5NU,2022,2,10,74,14,7,2,3,4.6,2022-02-10 16:34:11.980646
B07ZHW33PQ,2022,2,10,81,13,4,1,1,4.7,2022-02-10 16:34:22.561788
B00JWSNNRI,2022,2,10,85,8,3,1,2,4.7,2022-02-10 16:34:33.427652
B016LH9S3A,2022,2,10,83,10,4,1,2,4.7,2022-02-10 16:34:45.315153
B08BTMWBNS,2022,2,10,86,10,2,0,2,4.8,2022-02-10 16:34:54.515168
B07P547Z3F,2022,2,10,59,15,13,6,7,4.1,2022-02-10 16:35:07.836139
B08ZFLTF19,2022,2,10,69,13,8,4,5,4.4,2022-02-10 16:35:16.580088
B0038TXGL0,2022,2,10,76,12,5,2,3,4.6,2022-02-10 16:35:28.651390
B07H3CZHJ5,2022,2,10,81,9,4,2,4,4.6,2022-02-10 16:35:39.547574
B0015B0BAM,2022,2,10,81,8,4,3,4,4.6,2022-02-10 16:35:48.177657
B094KT28DV,2022,2,10,67,14,9,4,7,4.3,2022-02-10 16:35:57.786528
B0007CXY5E,2022,2,10,83,10,4,1,2,4.7,2022-02-10 16:36:10.372349
B08918B4NQ,2022,2,10,70,13,8,3,6,4.4,2022-02-10 16:36:22.844168
B071NVVNK3,2022,2,10,76,14,6,2,3,4.6,2022-02-10 16:36:32.821221
B01LFQYXBO,2022,2,10,77,13,6,2,2,4.6,2022-02-10 16:36:46.395829
B08WSC8WDR,2022,2,10,82,11,4,1,2,4.7,2022-02-10 16:37:00.089675
B01M7R4XW0,2022,2,10,87,10,2,1,1,4.8,2022-02-10 16:37:10.210151
B088SKYMF2,2022,2,10,76,13,6,2,3,4.6,2022-02-10 16:37:22.007597
B07M9WGY9R,2022,2,10,73,15,7,3,2,4.5,2022-02-10 16:37:34.505887
B00SD8JO26,2022,2,10,81,12,4,1,1,4.7,2022-02-10 16:37:48.913503
B08PCNBWTQ,2022,2,10,76,15,5,1,3,4.6,2022-02-10 16:37:58.658579
B08PCNPZBL,2022,2,10,77,13,6,3,2,4.6,2022-02-10 16:38:07.687495
B08P35DNQR,2022,2,10,86,9,3,1,1,4.8,2022-02-10 16:38:18.873545
B01M7R4XW0,2022,2,10,87,10,2,1,1,4.8,2022-02-10 16:38:29.722608
B08SSPQGZW,2022,2,10,77,10,6,2,4,4.5,2022-02-10 16:38:42.470724
B00943D1JQ,2022,2,10,87,7,2,1,3,4.8,2022-02-10 16:38:51.916934
B00C7QH98Q,2022,2,10,86,9,3,1,1,4.8,2022-02-10 16:39:00.826349
B07D45BLS5,2022,2,10,84,8,4,2,3,4.7,2022-02-10 16:39:11.331600
B0784NY92P,2022,2,10,68,14,10,4,4,4.4,2022-02-10 16:39:22.064817
B008OL3WZC,2022,2,10,66,13,9,4,7,4.3,2022-02-10 16:39:35.075975
B07FTGWYDY,2022,2,10,78,13,5,1,2,4.6,2022-02-10 16:39:46.235692
B07QB4CDJW,2022,2,10,73,15,7,3,3,4.5,2022-02-10 16:39:58.741813
B087FBL23H,2022,2,10,84,8,3,1,3,4.7,2022-02-10 16:40:10.602804
B076S6KMY9,2022,2,10,73,15,7,2,3,4.5,2022-02-10 16:40:22.514682
B00EK0BH9Y,2022,2,10,78,15,4,1,3,4.6,2022-02-10 16:40:31.848757
B08P5Y3C6X,2022,2,10,65,15,11,4,4,4.3,2022-02-10 16:40:43.079989
B00IK1CJZU,2022,2,10,85,9,3,1,2,4.7,2022-02-10 16:40:54.525293
B08SSCPPD8,2022,2,10,60,17,11,4,8,4.2,2022-02-10 16:41:07.082314
B0094Z1VSC,2022,2,10,72,13,7,3,5,4.4,2022-02-10 16:41:17.286841
B07H344SFQ,2022,2,10,80,10,5,1,3,4.6,2022-02-10 16:41:26.779058
B08G7GVH57,2022,2,10,84,10,3,1,2,4.7,2022-02-10 16:41:38.536727
B086CP746H,2022,2,10,73,12,7,3,5,4.5,2022-02-10 16:41:49.294222
B07PCX6PLB,2022,2,10,83,11,4,1,2,4.7,2022-02-10 16:42:03.947974
B00ZFNU71Y,2022,2,10,71,14,7,3,5,4.4,2022-02-10 16:42:16.179490
B0752L2VSJ,2022,2,10,77,14,5,2,2,4.6,2022-02-10 16:42:29.792593
B01MFGP4ET,2022,2,10,82,11,4,1,1,4.7,2022-02-10 16:42:39.558088
B01HJRVJCE,2022,2,10,67,18,8,3,4,4.4,2022-02-10 16:42:48.400109
B0784P7P16,2022,2,10,72,12,8,3,4,4.5,2022-02-10 16:42:59.070775
B002GYQ0FW,2022,2,10,79,10,6,2,3,4.6,2022-02-10 16:43:07.626294
B00I1OTTJK,2022,2,10,78,11,6,2,3,4.6,2022-02-10 16:43:18.673656
B001EO5WYU,2022,2,10,73,13,7,3,4,4.5,2022-02-10 16:43:31.051588
B08WSC8WDR,2022,2,10,82,11,4,1,2,4.7,2022-02-10 16:43:42.985129
B08SSRQW2V,2022,2,10,84,9,4,1,2,4.7,2022-02-10 16:43:55.922416
B005WKFHYC,2022,2,10,81,10,6,1,2,4.7,2022-02-10 16:44:07.066571
B001E53M8C,2022,2,10,82,10,4,2,2,4.7,2022-02-10 16:44:17.028762
B00OO0J9UY,2022,2,10,78,13,5,2,2,4.6,2022-02-10 16:44:28.984318
B077GRBM4Z,2022,2,10,80,10,3,3,4,4.6,2022-02-10 16:44:36.518889
B07D4N4YWQ,2022,2,10,62,15,11,6,7,4.2,2022-02-10 16:44:44.957061
B002UEMLXI,2022,2,10,77,10,7,4,2,4.5,2022-02-10 16:44:53.728281
B06XJ6XG7M,2022,2,10,78,13,4,3,2,4.6,2022-02-10 16:45:04.366475
B01LY961X1,2022,2,10,73,14,7,3,3,4.5,2022-02-10 16:45:18.275924
B006XMHPF2,2022,2,10,73,12,7,3,4,4.5,2022-02-10 16:45:29.838412
B000VHCGMM,2022,2,10,85,5,4,1,4,4.7,2022-02-10 16:45:39.122462
B0857LTYZ2,2022,2,10,84,11,3,1,1,4.7,2022-02-10 16:45:49.993353
B07PDNSPD6,2022,2,10,72,14,8,3,4,4.5,2022-02-10 16:46:06.616143
B075CYCPX4,2022,2,10,76,14,6,2,2,4.6,2022-02-10 16:46:19.272815
B08M7FDBLL,2022,2,10,66,16,10,3,5,4.4,2022-02-10 16:46:30.001153
B08SSFFH6N,2022,2,10,75,13,6,2,3,4.5,2022-02-10 16:46:42.481366
B077QCVFTP,2022,2,10,80,12,4,1,2,4.7,2022-02-10 16:46:52.660960
B01MDTVV6T,2022,2,10,73,14,7,2,3,4.5,2022-02-10 16:47:05.965505
B01E85Z3YK,2022,2,10,68,17,6,4,4,4.4,2022-02-10 16:47:15.583257
B0753Q75KZ,2022,2,10,76,12,6,2,3,4.5,2022-02-10 16:47:26.956230
B077RWDFM5,2022,2,10,71,14,8,4,4,4.5,2022-02-10 16:47:40.217746
B01LF1S3A6,2022,2,10,92,8,0,0,0,4.9,2022-02-10 16:47:49.292918
B01M5KZQF6,2022,2,10,75,12,7,2,3,4.5,2022-02-10 16:48:00.890786
B009V0Z4T2,2022,2,10,76,10,7,3,5,4.5,2022-02-10 16:48:11.901416
B07QHFW37D,2022,2,10,71,15,8,3,4,4.5,2022-02-10 16:48:27.273690
B000MD65FO,2022,2,10,84,10,3,1,2,4.7,2022-02-10 16:48:39.354831
B094F914T6,2022,2,10,82,10,4,1,3,4.7,2022-02-10 16:48:51.870406
B008OL3WZC,2022,2,10,66,13,9,4,7,4.3,2022-02-10 16:49:09.219618
B091V8JN2Q,2022,2,10,85,8,3,1,2,4.7,2022-02-10 16:49:20.743321
B08SSFFH6N,2022,2,10,75,13,6,2,3,4.5,2022-02-10 16:49:31.571977
B08SSCH7YS,2022,2,10,80,11,4,2,3,4.6,2022-02-10 16:49:42.687275
B079TH68RF,2022,2,10,77,12,6,2,2,4.6,2022-02-10 16:49:55.345778
B0048F5ATO,2022,2,10,77,12,6,2,3,4.6,2022-02-10 16:50:08.387744
B000TGEJT8,2022,2,10,76,14,6,2,3,4.6,2022-02-10 16:50:21.091766
B08NVK6NS6,2022,2,10,73,12,8,2,4,4.5,2022-02-10 16:50:32.130092
B019FGCTVM,2022,2,10,81,11,5,1,2,4.7,2022-02-10 16:50:43.636596
B002Z0SQ0Y,2022,2,10,79,12,5,1,3,4.6,2022-02-10 16:50:53.339862
B076CW6Y78,2022,2,10,68,13,9,5,6,4.3,2022-02-10 16:51:04.502547
B001BAFQOS,2022,2,10,65,17,10,4,5,4.3,2022-02-10 16:51:17.647382
B00QRSNW40,2022,2,10,72,14,7,3,4,4.5,2022-02-10 16:51:29.583343
B079RJ4Y7B,2022,2,10,74,13,6,3,4,4.5,2022-02-10 16:51:41.607328
B0713PYLJS,2022,2,10,75,12,7,3,3,4.5,2022-02-10 16:51:52.048074
B084DMP67N,2022,2,10,70,13,8,4,4,4.4,2022-02-10 16:52:01.992073
B08SSCPQF7,2022,2,10,73,11,7,2,6,4.4,2022-02-10 16:52:15.566527
B08NVK6NS6,2022,2,10,73,12,8,2,4,4.5,2022-02-10 16:52:26.177557
B08T7MS7RJ,2022,2,10,73,15,7,2,3,4.5,2022-02-10 16:52:38.106814
B084LHNR57,2022,2,10,83,11,4,1,1,4.7,2022-02-10 16:52:48.958186
B008S9B5EA,2022,2,10,82,8,5,1,4,4.6,2022-02-10 16:52:59.183071
B08G7HLRV2,2022,2,10,81,9,4,2,4,4.6,2022-02-10 16:53:11.926024
B00M0S8NM2,2022,2,10,82,10,4,1,3,4.7,2022-02-10 16:53:23.966027
B084DW1VZM,2022,2,10,73,12,5,2,8,4.4,2022-02-10 16:53:33.908893
B07CJMJS3L,2022,2,10,78,10,8,2,2,4.6,2022-02-10 16:53:44.583934
B07HMK15G9,2022,2,10,72,15,8,3,3,4.5,2022-02-10 16:53:56.815120
B01LTIAU9W,2022,2,10,78,12,6,2,2,4.6,2022-02-10 16:54:10.916775
B07NP2SJMZ,2022,2,10,76,13,6,3,3,4.6,2022-02-10 16:54:23.172439
B08T47QVNR,2022,2,10,87,7,3,1,2,4.8,2022-02-10 16:54:32.086178
B002L9ZBIO,2022,2,10,72,8,8,4,9,4.3,2022-02-10 16:54:42.121023
B0899NL3J1,2022,2,10,78,11,4,3,4,4.5,2022-02-10 16:54:54.176160
B09MZKSJVG,2022,2,10,100,0,0,0,0,5,2022-02-10 16:55:02.601374
B08P5Y1TVK,2022,2,10,61,16,14,4,5,4.2,2022-02-10 16:55:12.966290
B08SSCP46J,2022,2,10,79,10,6,2,3,4.6,2022-02-10 16:55:24.539330
B004DBUAOS,2022,2,10,80,11,6,1,1,4.7,2022-02-10 16:55:35.144916
B0009KN8UA,2022,2,10,79,13,5,1,2,4.6,2022-02-10 16:55:44.618001
B003ZK8H1G,2022,2,10,83,7,0,3,7,4.6,2022-02-10 16:55:55.487705
B00KJSDFSW,2022,2,10,61,15,12,5,7,4.2,2022-02-10 16:56:07.606163
B00C5AHTVQ,2022,2,10,83,9,4,1,3,4.7,2022-02-10 16:56:18.601008
B07BZC65LL,2022,2,10,80,9,6,2,3,4.6,2022-02-10 16:56:29.381628
B00BAY0CUI,2022,2,10,68,9,9,0,14,4.2,2022-02-10 16:56:38.195538
B07PCX57QS,2022,2,10,82,11,4,1,1,4.7,2022-02-10 16:56:51.362340
B07JQHHTSS,2022,2,10,75,13,6,3,3,4.6,2022-02-10 16:57:01.028207
B00V5K0C9S,2022,2,10,81,9,4,2,4,4.6,2022-02-10 16:57:12.669877
B08PCNBWTQ,2022,2,10,76,15,5,1,3,4.6,2022-02-10 16:57:23.002621
B09HL1XYLT,2022,2,10,83,10,4,2,1,4.7,2022-02-10 16:57:33.511760
B093X36N9G,2022,2,10,78,12,6,3,1,4.6,2022-02-10 16:57:44.700132
B01CF4L28C,2022,2,10,72,15,6,3,3,4.5,2022-02-10 16:57:56.522537
B00P9PUTDY,2022,2,10,79,13,4,1,3,4.6,2022-02-10 16:58:06.938406
B01FPOW9U4,2022,2,10,75,15,5,2,3,4.6,2022-02-10 16:58:17.168548
B0009KN8TQ,2022,2,10,78,6,10,3,2,4.5,2022-02-10 16:58:25.762309
B07F38MR4F,2022,2,10,80,15,3,1,1,4.7,2022-02-10 16:58:35.394288
B00TYAGYGQ,2022,2,10,67,11,7,6,9,4.2,2022-02-10 16:58:45.605865
B06XMXRX45,2022,2,10,80,13,3,2,3,4.7,2022-02-10 16:58:56.807616
B001F51RF6,2022,2,10,81,11,6,0,1,4.7,2022-02-10 16:59:06.384144
B00G4EKUUG,2022,2,10,77,11,5,0,6,4.5,2022-02-10 16:59:16.191228
B01619SJ74,2022,2,10,76,14,6,2,2,4.6,2022-02-10 16:59:30.635797
B083C4WCLT,2022,2,10,68,14,10,4,4,4.4,2022-02-10 16:59:42.149807
B0038TXGL0,2022,2,10,76,12,5,2,3,4.6,2022-02-10 16:59:55.784363
B07BNQVWJW,2022,2,10,84,9,4,1,2,4.7,2022-02-10 17:00:11.866847
B086CPK8JT,2022,2,10,73,12,7,3,5,4.5,2022-02-10 17:00:29.725623
