ASIN,YEAR,MONTH,DAY,ORDER_FEATURE,DESCRIBE_FEATURE,STAR_FEATURE,TIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08MKD4YPC,2022,3,8,1,Scent,4,16:07.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08MKD4YPC,2022,3,8,2,Value for money,3.8,16:07.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0769XY12N,2022,3,8,1,Scent,4.1,16:29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0769XY12N,2022,3,8,2,Moisturizing,3.9,16:29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0769XY12N,2022,3,8,3,Value for money,3.3,16:29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00SS81M58,2022,3,8,1,Scent,4.6,16:36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00SS81M58,2022,3,8,2,Value for money,4.6,16:36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00SS81M58,2022,3,8,3,Moisturizing,4.4,16:36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08YXVZQXZ,2022,3,8,1,Scent,4.5,17:18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08YXVZQXZ,2022,3,8,2,Value for money,4,17:18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08YXVZQXZ,2022,3,8,3,Moisturizing,4,17:18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00DIUG292,2022,3,8,1,For sensitive skin,4.4,17:31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00DIUG292,2022,3,8,2,Scent,4.4,17:31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00DIUG292,2022,3,8,3,Moisturizing,3.5,17:31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B082VLGNJB,2022,3,8,1,Scent,4.7,17:45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B082VLGNJB,2022,3,8,2,Value for money,4.6,17:45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B082VLGNJB,2022,3,8,3,Moisturizing,4.6,17:45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07Z5QR24V,2022,3,8,1,Moisturizing,4.7,17:53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07Z5QR24V,2022,3,8,2,Scent,4.6,17:53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07Z5QR24V,2022,3,8,3,Value for money,4,17:53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XKR5RCT,2022,3,8,1,For sensitive skin,4.5,18:34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XKR5RCT,2022,3,8,2,Value for money,4.5,18:34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XKR5RCT,2022,3,8,3,Scent,4.4,18:34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XKR5RCT,2022,3,8,4,Moisturizing,4.4,18:34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B008CZBZQI,2022,3,8,1,Value for money,4.5,18:41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B008CZBZQI,2022,3,8,2,Moisturizing,4.3,18:41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B008CZBZQI,2022,3,8,3,Scent,4.3,18:41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B071DXRDDG,2022,3,8,1,Moisturizing,4.4,19:15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B071DXRDDG,2022,3,8,2,Value for money,4.4,19:15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B071DXRDDG,2022,3,8,3,Scent,4.3,19:15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B071DXRDDG,2022,3,8,4,Longevity,4,19:15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09Q5LGTJN,2022,3,8,1,For sensitive skin,5,19:37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09Q5LGTJN,2022,3,8,2,Scent,4.7,19:37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09Q5LGTJN,2022,3,8,3,Moisturizing,4.7,19:37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07T7HLW7F,2022,3,8,1,Moisturizing,4.5,20:20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07T7HLW7F,2022,3,8,2,Scent,4.2,20:20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07T7HLW7F,2022,3,8,3,Value for money,4.1,20:20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B005C2N8IC,2022,3,8,1,Longevity,4.7,20:51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B005C2N8IC,2022,3,8,2,Value for money,4.5,20:51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B005C2N8IC,2022,3,8,3,Scent,4.4,20:51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B005C2N8IC,2022,3,8,4,For sensitive skin,4.4,20:51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B005C2N8IC,2022,3,8,5,Moisturizing,4.2,20:51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00GMOQGSI,2022,3,8,1,Scent,4.5,21:15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00GMOQGSI,2022,3,8,2,Value for money,4.1,21:15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07Y9NNB3C,2022,3,8,1,For sensitive skin,4.2,21:37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07Y9NNB3C,2022,3,8,2,Value for money,3.4,21:37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07Y9NNB3C,2022,3,8,3,Scent,3.4,21:37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08K9C2ZWQ,2022,3,8,1,Longevity,4.3,22:05.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08K9C2ZWQ,2022,3,8,2,Value for money,4.1,22:05.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08K9C2ZWQ,2022,3,8,3,Moisturizing,4.1,22:05.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08K9C2ZWQ,2022,3,8,4,Scent,4,22:05.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08L9LS5VZ,2022,3,8,1,Scent,5,22:33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08L9LS5VZ,2022,3,8,2,Moisturizing,5,22:33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08L9LS5VZ,2022,3,8,3,Value for money,5,22:33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01LMVSSMC,2022,3,8,1,For sensitive skin,4.3,22:40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01LMVSSMC,2022,3,8,2,Scent,4.2,22:40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01LMVSSMC,2022,3,8,3,Moisturizing,4.1,22:40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B006U7BL6O,2022,3,8,1,Comfort,4.1,23:00.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B006U7BL6O,2022,3,8,2,Easy to use,4,23:00.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B006U7BL6O,2022,3,8,3,Value for money,3.8,23:00.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B006U7BL6O,2022,3,8,4,Scent,3.2,23:00.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XZMB611,2022,3,8,1,Scent,4.3,23:08.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XZMB611,2022,3,8,2,Value for money,4.3,23:08.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XZMB611,2022,3,8,3,Moisturizing,4.2,23:08.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XZMB611,2022,3,8,4,For sensitive skin,4.2,23:08.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0921RG6P3,2022,3,8,1,Value for money,4.7,23:29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0921RG6P3,2022,3,8,2,Scent,4.4,23:29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01JA9NEZO,2022,3,8,1,Moisturizing,4.1,24:13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01JA9NEZO,2022,3,8,2,Value for money,3.9,24:13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01JA9NEZO,2022,3,8,3,Scent,3.8,24:13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01L4H855O,2022,3,8,1,Scent,4.7,24:19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01L4H855O,2022,3,8,2,Moisturizing,4.6,24:19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01L4H855O,2022,3,8,3,For sensitive skin,4.6,24:19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08SDRZN7Z,2022,3,8,1,Moisturizing,4.5,24:33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08SDRZN7Z,2022,3,8,2,Scent,4.3,24:33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08SDRZN7Z,2022,3,8,3,For sensitive skin,4.3,24:33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08SDRZN7Z,2022,3,8,4,Value for money,3.9,24:33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06VSNCTKJ,2022,3,8,1,Ingredient quality,4.4,24:40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06VSNCTKJ,2022,3,8,2,Moisturizing,4,24:40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06VSNCTKJ,2022,3,8,3,Scent,4,24:40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06VSNCTKJ,2022,3,8,4,Value for money,3.7,24:40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06VSNCTKJ,2022,3,8,5,For traveling,3.3,24:40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07G9K9FS8,2022,3,8,1,Moisturizing,4.5,24:48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07G9K9FS8,2022,3,8,2,Value for money,4.1,24:48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B071CYHY5M,2022,3,8,1,Scent,4.6,24:54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B071CYHY5M,2022,3,8,2,Value for money,4.6,24:54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B077JC2RP8,2022,3,8,1,Scent,4.5,25:15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B077JC2RP8,2022,3,8,2,Moisturizing,4.5,25:15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B077JC2RP8,2022,3,8,3,Value for money,4.4,25:15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B077JC2RP8,2022,3,8,4,For sensitive skin,4.2,25:15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00NZC95S8,2022,3,8,1,Scent,4.7,25:22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00NZC95S8,2022,3,8,2,Value for money,4.4,25:22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07227L8DF,2022,3,8,1,Moisturizing,4.3,25:31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07227L8DF,2022,3,8,2,Value for money,4.3,25:31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07227L8DF,2022,3,8,3,Scent,4.3,25:31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XZZWTL6,2022,3,8,1,Easy to use,4.4,25:45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XZZWTL6,2022,3,8,2,Scent,4.2,25:45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XZZWTL6,2022,3,8,3,Moisturizing,4,25:45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XZZWTL6,2022,3,8,4,For sensitive skin,3.9,25:45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XZZWTL6,2022,3,8,5,Sheerness,3.9,25:45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XZZWTL6,2022,3,8,6,Value for money,3.6,25:45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B079NVHKF5,2022,3,8,1,Scent,4.8,26:04.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B079NVHKF5,2022,3,8,2,Moisturizing,4.2,26:04.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B079NVHKF5,2022,3,8,3,Value for money,4.2,26:04.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01BP5LA4I,2022,3,8,1,Moisturizing,3.7,26:12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01BP5LA4I,2022,3,8,2,Value for money,3.3,26:12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01BP5LA4I,2022,3,8,3,Scent,3.1,26:12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07JZFMPP1,2022,3,8,1,Scent,4.4,26:30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07JZFMPP1,2022,3,8,2,Value for money,3.9,26:30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B084H1V96M,2022,3,8,1,Value for money,3.9,26:38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B084H1V96M,2022,3,8,2,Scent,3.9,26:38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B084H1V96M,2022,3,8,3,Giftable,3.7,26:38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0000535UT,2022,3,8,1,For sensitive skin,4.2,27:31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0000535UT,2022,3,8,2,Moisturizing,4,27:31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0000535UT,2022,3,8,3,Value for money,3.9,27:31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0000535UT,2022,3,8,4,Scent,3.7,27:31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01HX06CJM,2022,3,8,1,Moisturizing,4.3,29:08.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01HX06CJM,2022,3,8,2,Scent,4.3,29:08.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01HX06CJM,2022,3,8,3,Value for money,4.2,29:08.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07CW4R4MZ,2022,3,8,1,Value for money,4.6,29:43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07CW4R4MZ,2022,3,8,2,Moisturizing,4.2,29:43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07CW4R4MZ,2022,3,8,3,Scent,4.1,29:43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07FYLZ7GK,2022,3,8,1,Value for money,4.6,29:50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07FYLZ7GK,2022,3,8,2,Scent,4.6,29:50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07FYLZ7GK,2022,3,8,3,Moisturizing,4.5,29:50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09MFNDGVL,2022,3,8,1,Scent,2.7,30:37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09MFNDGVL,2022,3,8,2,For sensitive skin,2.7,30:37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09MFNDGVL,2022,3,8,3,Moisturizing,2.7,30:37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08C5NDCN2,2022,3,8,1,Moisturizing,4.8,30:58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08C5NDCN2,2022,3,8,2,Scent,4.8,30:58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08C5NDCN2,2022,3,8,3,Softness,4.8,30:58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09PJ53C7P,2022,3,8,1,Scent,4.6,31:05.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09PJ53C7P,2022,3,8,2,Value for money,4.6,31:05.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09PJ53C7P,2022,3,8,3,Moisturizing,4.5,31:05.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09PJ53C7P,2022,3,8,4,Softness,4.5,31:05.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09PJ53C7P,2022,3,8,5,Longevity,4.5,31:05.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01KLYF8ZQ,2022,3,8,1,Moisturizing,4.7,31:12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01KLYF8ZQ,2022,3,8,2,Scent,4.6,31:12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01KLYF8ZQ,2022,3,8,3,For sensitive skin,4.4,31:12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01KLYF8ZQ,2022,3,8,4,Value for money,4.3,31:12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0136MCSJE,2022,3,8,1,Value for money,4.2,31:20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0136MCSJE,2022,3,8,2,For sensitive skin,3.9,31:20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0136MCSJE,2022,3,8,3,Scent,3.8,31:20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0136MCSJE,2022,3,8,4,Moisturizing,3.7,31:20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07HCSMFWG,2022,3,8,1,Scent,4.5,31:34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07HCSMFWG,2022,3,8,2,Moisturizing,4.2,31:34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07HCSMFWG,2022,3,8,3,Value for money,4.1,31:34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07HCSMFWG,2022,3,8,4,Longevity,3.8,31:34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B002WN2Y8O,2022,3,8,1,Value for money,4.5,31:41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B002WN2Y8O,2022,3,8,2,Scent,4.4,31:41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B002WN2Y8O,2022,3,8,3,Moisturizing,4.1,31:41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B014Z5YV1E,2022,3,8,1,Scent,4,32:03.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B014Z5YV1E,2022,3,8,2,For sensitive skin,3.9,32:03.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B014Z5YV1E,2022,3,8,3,Moisturizing,3.6,32:03.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01MQX0FV2,2022,3,8,1,Moisturizing,4.4,32:10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01MQX0FV2,2022,3,8,2,Scent,4.2,32:10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01MQX0FV2,2022,3,8,3,Value for money,3.7,32:10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07G8R3KY7,2022,3,8,1,Scent,4.5,32:17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07G8R3KY7,2022,3,8,2,Value for money,4.4,32:17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07NVX453K,2022,3,8,1,Moisturizing,4.5,32:24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07NVX453K,2022,3,8,2,Value for money,4.4,32:24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07NVX453K,2022,3,8,3,Scent,4.2,32:24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07GRKY8YC,2022,3,8,1,For sensitive skin,4.3,32:30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07GRKY8YC,2022,3,8,2,Scent,4.3,32:30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07GRKY8YC,2022,3,8,3,Moisturizing,4.3,32:30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01AB5ZKRG,2022,3,8,1,Giftable,4.6,32:46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01AB5ZKRG,2022,3,8,2,Scent,4.6,32:46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01AB5ZKRG,2022,3,8,3,Value for money,4.4,32:46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07ZJWVK8V,2022,3,8,1,Moisturizing,4.2,33:00.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07ZJWVK8V,2022,3,8,2,Scent,4,33:00.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07ZJWVK8V,2022,3,8,3,Value for money,3.4,33:00.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P559PT9,2022,3,8,1,Scent,4.3,33:14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P559PT9,2022,3,8,2,Moisturizing,3,33:14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P559PT9,2022,3,8,3,Value for money,2.6,33:14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01ABM87OW,2022,3,8,1,Scent,4.8,33:34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01ABM87OW,2022,3,8,2,Value for money,4.7,33:34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01ABM87OW,2022,3,8,3,For sensitive skin,4.6,33:34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01ABM87OW,2022,3,8,4,Moisturizing,4.5,33:34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09JL8JVGY,2022,3,8,1,Moisturizing,4.6,33:42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09JL8JVGY,2022,3,8,2,For sensitive skin,4.4,33:42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09JL8JVGY,2022,3,8,3,Scent,4.2,33:42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09JL8JVGY,2022,3,8,4,Value for money,4.2,33:42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B085HF7HRK,2022,3,8,1,Scent,5,34:09.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B085HF7HRK,2022,3,8,2,For sensitive skin,5,34:09.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B085HF7HRK,2022,3,8,3,Moisturizing,5,34:09.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08N7TXSSB,2022,3,8,1,Scent,3,34:17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08N7TXSSB,2022,3,8,2,Volume control,3,34:17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07L37F1RT,2022,3,8,1,For sensitive skin,4.5,34:51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07L37F1RT,2022,3,8,2,Value for money,4.1,34:51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07L37F1RT,2022,3,8,3,Moisturizing,3.9,34:51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07L37F1RT,2022,3,8,4,Scent,3.8,34:51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07L37F1RT,2022,3,8,5,Longevity,3.7,34:51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07P4QCMBC,2022,3,8,1,For sensitive skin,5,34:58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07P4QCMBC,2022,3,8,2,Value for money,4.2,34:58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07P4QCMBC,2022,3,8,3,Moisturizing,4,34:58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07P4QCMBC,2022,3,8,4,Scent,3.9,34:58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XC78VYD,2022,3,8,1,Moisturizing,4.5,35:12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XC78VYD,2022,3,8,2,Value for money,4.3,35:12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XC78VYD,2022,3,8,3,Scent,4.1,35:12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07TRTR3QK,2022,3,8,1,For sensitive skin,4.6,35:19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07TRTR3QK,2022,3,8,2,Value for money,4.2,35:19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07TRTR3QK,2022,3,8,3,Scent,4.1,35:19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07TRTR3QK,2022,3,8,4,Moisturizing,4,35:19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07NDMCL15,2022,3,8,1,Scent,4.2,35:26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07NDMCL15,2022,3,8,2,Value for money,4.2,35:26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07NDMCL15,2022,3,8,3,Moisturizing,4,35:26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07NDMCL15,2022,3,8,4,Sheerness,4,35:26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01MCX259R,2022,3,8,1,Moisturizing,4.8,35:52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01MCX259R,2022,3,8,2,Scent,4.6,35:52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01MCX259R,2022,3,8,3,Value for money,4.3,35:52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09BZYTRRV,2022,3,8,1,Moisturizing,4.8,35:59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09BZYTRRV,2022,3,8,2,For sensitive skin,4.8,35:59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09BZYTRRV,2022,3,8,3,Scent,4.7,35:59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P6SYWVV,2022,3,8,1,Scent,4.6,36:06.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P6SYWVV,2022,3,8,2,Longevity,4.2,36:06.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P6SYWVV,2022,3,8,3,Moisturizing,4.2,36:06.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P6SYWVV,2022,3,8,4,Value for money,3.8,36:06.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01B7EXB7G,2022,3,8,1,Moisturizing,4.5,36:26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01B7EXB7G,2022,3,8,2,Value for money,4.5,36:26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01B7EXB7G,2022,3,8,3,Scent,4.4,36:26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07BB6VBPQ,2022,3,8,1,Moisturizing,4.8,36:54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07BB6VBPQ,2022,3,8,2,Scent,4.6,36:54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07BB6VBPQ,2022,3,8,3,For sensitive skin,4.6,36:54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B082QBPDJB,2022,3,8,1,For sensitive skin,5,37:37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
